"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
27.2899999999991,-238.800605379921,-238.748828504443,-238.658752462399,-238.558366786781,-238.317829801448,-238.064772462996,-237.933565441301,-237.811126583864,-237.572951984006,-237.045419343037,-237.057321663858,88.414187650343,88.7063552259759,89.0121318444348,89.3110293752719,89.7331731181228,90.1561994749167,90.4447156196808,90.7100373030711,91.0673496159364,91.6958036490556,91.7596849209112,133.840434882154,133.569249405463,133.360227626267,133.189066824468,133.184806412973,133.205535816444,133.113500993959,133.04226906441,133.109183760888,133.490804569175,133.384972358064
27.2999999999991,-238.479845790894,-238.447992052961,-238.382052187695,-238.19867294506,-237.963198151674,-237.708412778918,-237.573151188011,-237.424994636506,-237.060803887408,-236.748051816493,-236.689024858179,87.219665561028,87.4944960997381,87.7787214198955,88.1641470705408,88.5835437210047,89.0102510251789,89.3052325378507,89.5980667668828,90.0807249585467,90.4978013951063,90.6334094940342,135.183015494639,134.895023556136,134.66484904579,134.579583701333,134.572491084339,134.596529006736,134.510396298892,134.466638131692,134.658878363453,134.829236062767,134.794148819528
27.3099999999991,-238.320581629813,-238.228965218574,-238.121780355106,-237.9806160709,-237.729623791792,-237.555940933092,-237.300602494721,-237.225536154928,-236.903434453853,-236.643636070556,-236.528975740151,85.8545570728841,86.1926403074753,86.5208111775262,86.8664612346026,87.3020215001685,87.6501722497314,88.0680992314808,88.290352666881,88.7322499548315,89.0976535757537,89.2888503951972,136.342892141128,136.117966124011,135.931785597232,135.806672996247,135.815915179438,135.760324716866,135.800050102031,135.683096585731,135.834463060519,135.952805308942,135.973211563428
27.3199999999991,-238.085633383773,-238.003188151132,-237.890752996156,-237.758520710535,-237.566564979613,-237.337341866695,-237.218693096727,-236.728469861795,-236.716740366139,-236.440922093092,-236.137791715852,84.5504615213322,84.8830251512278,85.2191708983374,85.5586071169201,85.9376946382051,86.3416566097508,86.6262417413943,87.2629764383015,87.3981649217426,87.7813554030549,88.1613688421268,137.566132855932,137.335682830053,137.157657370496,137.026364776088,136.979127418713,136.978875973481,136.884713390073,137.183893206566,137.027595975359,137.163268022589,137.376114583337
27.3299999999991,-237.797178412315,-237.72203097838,-237.621634018119,-237.382312460645,-237.308412375202,-236.997424330599,-236.755837523504,-236.35130463986,-236.100667865368,-235.788638493978,-235.894970777264,83.2845318603948,83.6127749723581,83.9398452252171,84.3866074870914,84.6515725224373,85.1392105348125,85.5477093742063,86.1019959597531,86.4768107669056,86.8980098553018,86.8691943018363,138.830479097768,138.59590370181,138.40887882629,138.385717229594,138.224313134772,138.306868672999,138.33678013852,138.557305337406,138.641888444158,138.81502091132,138.614102725371
27.3399999999991,-237.523420304594,-237.474957011938,-237.3969050968,-237.15103851176,-236.958730997955,-236.672861160439,-236.112393361992,-236.027503052005,-235.792277915713,-235.614082935547,-235.527920052327,81.9887746136227,82.2930309242575,82.6008333259909,83.0576833626917,83.4429076551124,83.9075981080128,84.6357634622097,84.872736243935,85.2335443919827,85.5222537102129,85.6870206370652,140.066204022549,139.80806430603,139.601822520302,139.588463550566,139.546985969796,139.607299209837,139.961517050191,139.859655158359,139.93016945823,139.968571556232,139.962370297358
27.3499999999991,-237.200344696761,-237.153916774325,-236.962883858585,-236.851814617329,-236.379630282844,-235.722210441288,-235.847633380436,-235.681321662231,-235.455502145694,-235.253024280128,-234.6811371246,80.7304538180065,81.0349906990027,81.4573113812111,81.7836404772621,82.4507594385571,83.285941087935,83.3335248688005,83.6530106312072,84.0065597360662,84.3205819913872,84.9652569940351,141.338128165736,141.080792352477,140.989056402269,140.845349105961,141.089190573207,141.523591735199,141.188827245375,141.171237340493,141.233213164887,141.296964505516,141.771120391343
27.3599999999991,-236.877760797786,-236.814947226024,-236.650257878825,-236.217521609742,-236.076159514997,-235.872872563522,-235.470110164108,-235.299016772339,-235.060097292283,-234.901924870474,-234.482005296213,79.4620385765221,79.785933348947,80.1851183882818,80.8348197006314,81.1737078119268,81.5614423623157,82.134134162698,82.4600742646231,82.8284475670182,83.0986225459074,83.595503569267,142.594952172381,142.357210143668,142.242428908523,142.426141969454,142.337569514195,142.323819316104,142.515573882396,142.504323133241,142.580757903582,142.601117088398,142.927096645368
27.3699999999991,-236.47174374352,-236.407772693002,-235.960260462102,-235.847255918954,-235.440645037412,-235.563743840708,-235.094769731612,-234.906394793143,-234.640461272742,-234.155401546467,-234.11467355147,78.264990459892,78.593642810143,79.2778893658474,79.6103782411739,80.2138043900002,80.2825988784395,80.9203783566304,81.2653749635239,81.6627375104628,82.2561717777504,82.3794530641353,143.916020070822,143.683143229406,143.857778201883,143.71999488057,143.897131643372,143.563255893198,143.821790887272,143.829492233671,143.934274441976,144.276565061224,144.229814186642
27.3799999999991,-236.095353555477,-235.705879518767,-235.633787132739,-235.474728689275,-235.17726326714,-235.254584516075,-234.765724739155,-234.572904291632,-234.347579790863,-233.962033863914,-233.804324847832,77.0263689060024,77.6834914550772,77.9954687001372,78.376267022312,78.8742100526984,78.9897166379672,79.649470493881,80.0007583743101,80.3583194728785,80.8557366603846,81.0940749389866,145.19668105345,145.29667936764,145.094421546016,145.005666021775,145.07709784421,144.790270497408,145.070744779635,145.084514695137,145.150030052571,145.396137004894,145.464540765206
27.3899999999991,-235.382448261134,-235.380352649571,-235.220528416828,-234.832923246329,-234.864916406217,-234.754284991831,-234.423046572135,-234.238116788611,-234.051819711142,-233.613054735939,-233.49358662827,76.1135371614374,76.3871715176278,76.7895475908109,77.3970425109238,77.571690920436,77.8766603870662,78.3820982196093,78.7270469689683,79.0463779027584,79.5980833145693,79.7982025597055,146.802397932927,146.513527276698,146.403147779917,146.541550712292,146.289847549985,146.189435194566,146.318124422057,146.325679418818,146.353602531452,146.653884423864,146.684435672129
27.3999999999991,-235.077241901778,-235.104530721721,-234.779650756339,-234.57730293065,-234.462635144216,-234.216445626129,-234.057517386307,-233.873603608395,-233.529294523681,-233.230360871614,-233.161009113357,74.7835253957385,75.0290427706912,75.5971995460958,76.027870802936,76.3501160914726,76.790130700044,77.1274582318737,77.4729131106822,77.9476696197823,78.3629443521838,78.5134486469496,147.979407935084,147.665930023788,147.721647016791,147.681076468875,147.577165557244,147.608586531445,147.572785278238,147.581100241401,147.764605088768,147.930198400803,147.910814173474
27.4099999999991,-234.65615025452,-234.686344762358,-234.402249084482,-234.402045700414,-234.063328011774,-233.686531061636,-233.674456441046,-233.651608134101,-233.337517131756,-232.634471352448,-232.92633569373,73.5595149330526,73.8049257070383,74.334461940545,74.5644262354017,75.1150466612116,75.6859364602791,75.8802064997399,76.0639474967017,76.5094507924668,77.3272459356933,77.1176285066399,149.257971555428,148.945167874148,148.963157657278,148.723584903859,148.846263359026,149.004302337169,148.829599389555,148.678731671553,148.833400514597,149.402815261812,149.023808790921
27.4199999999991,-234.561208102602,-234.487515362089,-234.576076704898,-234.407561799346,-234.019391470272,-233.858004774397,-233.618969497794,-233.569662460316,-232.843994779794,-232.62821883952,-232.624470045467,71.9669908540055,72.3118296848402,72.477602723181,72.8772830635271,73.4804051441551,73.839957518701,74.2612035291357,74.4728736043254,75.3287159474591,75.6671031361289,75.7522212949335,150.187923396644,149.976920523226,149.629331094342,149.560451173514,149.73351403475,149.692564727455,149.731631404926,149.609160395681,150.171390880266,150.255562609397,150.172517693248
27.4299999999991,-234.344290776126,-234.451273632943,-234.419149132668,-234.172927066557,-233.773367136217,-233.560484670789,-233.357693565059,-233.172693904392,-232.585622494447,-232.294338068265,-232.337340859293,70.5073809970202,70.6755512464963,70.9622028349066,71.4434266459396,72.0603819011123,72.4718890290799,72.860454006346,73.2075273369104,73.9269932329312,74.3413504564083,74.380790841988,151.232583740274,150.845579712594,150.61960054758,150.631660910705,150.818076762388,150.831050873063,150.834552955886,150.848181645341,151.273436309585,151.43348223402,151.304371509392
27.4399999999991,-234.028006525684,-234.03772637124,-233.973007511093,-233.828098975604,-233.649928041943,-233.069733261498,-233.050831006434,-232.172946235912,-232.231061780645,-231.857587779719,-232.005369913151,69.1349430398613,69.4111396123687,69.7334122088833,70.1150974692366,70.5103440328536,71.2904099052003,71.5005282026948,72.5317731941011,72.6161973013617,73.1134776081665,73.0491008918088,152.359889381332,152.077002682977,151.886736016832,151.800384368289,151.767729981567,152.143851712655,151.971277309393,152.666992964195,152.459678458033,152.704083433319,152.47055225841
27.4499999999991,-233.613909831262,-233.58327636534,-233.524076840474,-233.362068081008,-233.190997291939,-232.830792725637,-232.795122825014,-232.10753284764,-231.934293551282,-231.750298449795,-231.673135752072,67.8554317420976,68.1729226362393,68.4924605865111,68.8942270212045,69.2846519866452,69.8388042541409,70.0691162523304,70.9196398127498,71.2319251919669,71.5385072973751,71.7027024471128,153.57398105349,153.333527912536,153.140902059456,153.074134025105,153.036730829403,153.189046225827,153.03896004118,153.551647321043,153.572511008027,153.62941764146,153.621326217385
27.4599999999991,-233.095557285548,-233.059158653701,-233.013106742722,-232.85962515231,-232.720982329182,-232.163266494119,-231.647825652245,-231.698662975889,-231.528058602479,-231.283906070263,-231.250604509312,66.6616607201409,66.9887347395648,67.2981413435747,67.6934001695661,68.0539346479103,68.8075436793389,69.5108423032498,69.6318383207883,69.9427749431602,70.3114110036873,70.4313149431313,154.874381639419,154.643330667475,154.440788893867,154.36750907189,154.30027342318,154.649642984256,154.972682164417,154.759454163134,154.77926421007,154.897598000048,154.846549938886
27.4699999999991,-232.635350261187,-232.517170666115,-232.467352588631,-232.310105674963,-232.269463775403,-231.851128969143,-231.489823011005,-231.205198415553,-231.051656680398,-230.836669068359,-230.772594895753,65.395716175487,65.8085033130085,66.1243578891524,66.525392821104,66.7896700247195,67.4076166771009,67.9597193625536,68.41492373581,68.7098368676586,69.0507097194648,69.2017726634575,156.100445748958,155.954436876199,155.758645954912,155.691303290467,155.528753126483,155.742889792304,155.916403722056,156.036123259612,156.040451294032,156.130531368259,156.111680761917
27.4799999999991,-232.081123908605,-231.957167885545,-231.861989887819,-231.714229611862,-231.530497811297,-231.568055200741,-230.917681128352,-230.642153669998,-230.480439645073,-230.341955106153,-230.255756589469,64.2140829386906,64.6356515656587,64.9989731547784,65.3929100588535,65.8001784634932,65.9722140096797,66.8086155631131,67.2563742431576,67.560925777127,67.8253579895871,68.0007278242578,157.403865447897,157.266964112601,157.119117235399,157.045002139355,157.025973791697,156.794367214014,157.253458254764,157.36614539909,157.380348918967,157.394948968165,157.400261864166
27.4899999999991,-231.536211976671,-231.475777778618,-231.436630002368,-231.189867096419,-231.115318297589,-230.750676674679,-230.49426523854,-230.287048998209,-230.098974117882,-229.997893925278,-229.754322617266,63.005327499005,63.3657588285652,63.6765487281088,64.1706349138515,64.4730011094663,65.0435770848612,65.4927775623704,65.8735791515375,66.2065075128337,66.434060880094,66.7672830750698,158.682724340126,158.485483942883,158.285218242588,158.311466383859,158.187726746034,158.356008983829,158.427661958288,158.473584664898,158.515851810592,158.493840370277,158.658581240934
27.4999999999991,-231.031975005273,-231.017637571669,-231.019510100353,-230.781584767074,-230.654711897094,-230.38758292889,-230.087981229683,-229.928276220188,-229.724358826042,-229.653569609656,-229.329936041193,61.7446745628136,62.0616364324145,62.3348446209537,62.822453830319,63.1793319726959,63.655883855479,64.1486956337534,64.4833483953278,64.8338274485072,65.0319908929275,65.4457593710911,159.906941645394,159.66682483522,159.429071130768,159.449161206926,159.380099858542,159.45599674661,159.570215838867,159.570333756837,159.630039704434,159.57873875499,159.82478357256
27.509999999999,-230.554950167587,-230.547457236334,-230.428448583099,-230.334190586381,-230.187554720739,-229.953549045343,-229.669785736285,-229.528169747445,-229.329041641772,-229.254844957036,-228.931421084606,60.4477394814562,60.7609217312011,61.1561122090543,61.5041426538176,61.8829050450853,62.3282543618375,62.8071476746039,63.1251811442302,63.4721139860239,63.6755066591166,64.0892313604924,161.090029025829,160.846325232133,160.730840607598,160.611745778505,160.564745029401,160.60967484321,160.71017085309,160.69409106616,160.750543302685,160.703829133552,160.95090459024
27.519999999999,-230.072719415304,-230.05168742805,-229.960056912541,-229.847481753344,-229.42389128649,-229.459663398468,-229.244773956058,-229.085099392551,-228.904201940536,-228.708685942527,-228.530405045357,59.1473195048042,59.4772589261772,59.8479638039218,60.2162724554156,60.8689847680144,61.0507757661138,61.4628652413185,61.8008552761562,62.1305957490215,62.4570218928366,62.7259885937759,162.263516703504,162.036618969719,161.896880094442,161.798634443494,162.025281898948,161.807048580348,161.841773716143,161.845782129116,161.885592479988,161.963901657114,162.064628757846
27.529999999999,-229.698693365253,-229.636380475035,-229.502759389606,-229.38080348904,-229.020477067299,-228.930823015609,-228.723550237837,-228.47362350239,-228.301428899408,-228.162383821595,-228.040888305686,57.7345550507202,58.1092100203961,58.5237849928755,58.9039648602574,59.4936316688555,59.8007119038124,60.2071353067446,60.6371230590152,60.9591609085192,61.228094624971,61.4428449371762,163.311002028788,163.128791347267,163.033551465974,162.947342762221,163.111215852907,163.017975159535,163.047663414234,163.144421053085,163.177226495592,163.200015764736,163.244990444239
27.539999999999,-229.202615064039,-229.126485425818,-228.986517268989,-228.86507546039,-228.506868455626,-228.419254054348,-228.219259374812,-227.946072637948,-227.772080918927,-227.663762544056,-227.49206804534,56.4277484341014,56.8194388810783,57.2425766230178,57.6246510308076,58.2125521325971,58.5199425749916,58.9203184321263,59.3753740546044,59.7001292509502,59.9391765466417,60.2037796850696,164.46497318291,164.299853647021,164.213618619663,164.129741706798,164.292374980152,164.199453547625,164.224028209348,164.34620059434,164.382877821811,164.375926228899,164.470849352055
27.549999999999,-228.637422714552,-228.535212132767,-228.445596929219,-228.348133567727,-228.007438882076,-227.911316713945,-227.73683924593,-227.500407943114,-227.32844493714,-227.253542996363,-227.0741107793,55.1747824951432,55.5949417114454,55.9707232980489,56.3310615366741,56.9029304857971,57.2209691488246,57.5973931007057,58.0171703580767,58.341087244862,58.5480645511505,58.8212124700616,165.672534486483,165.536185250675,165.402850408564,165.297749496224,165.444847657548,165.362707342442,165.364288944969,165.451549400264,165.487862064212,165.448537872637,165.552821779613
27.559999999999,-228.069004437145,-227.985858738941,-227.931609902302,-227.320622574358,-227.546684407688,-227.431280666272,-227.29202035543,-227.119981311376,-226.925912803222,-226.888839765282,-226.636074397095,53.9118604627631,54.3153781903449,54.6586535822124,55.5248321175816,55.5418812369035,55.880795614488,56.2240993859264,56.5808191425099,56.9283241621477,57.0986132399365,57.4452916901003,166.868602752152,166.716131683697,166.550507852664,166.95031222928,166.544223471843,166.483566606374,166.452627119296,166.477088165029,166.537585464749,166.461140008356,166.640096102905
27.569999999999,-227.510694203852,-227.557893722964,-227.467442063496,-227.20296142444,-227.122261172862,-227.000680126366,-226.88147895297,-226.809470758366,-226.562991540909,-226.539896609262,-226.189128867479,52.6278716589446,52.9031509490463,53.2865212101608,53.8123891426712,54.134454239646,54.4806787996011,54.806414126074,55.0637539770193,55.4658842594924,55.6229845826262,56.0673634159403,168.040954693277,167.761616520018,167.635419266132,167.69551718166,167.594390132453,167.542281887456,167.493812896596,167.419659570994,167.534988334245,167.445517119108,167.72331396952
27.579999999999,-227.058777940711,-227.087830392859,-227.107041717713,-226.737576414208,-226.655711968475,-226.582740195017,-226.429256007855,-226.275338564536,-226.132666663949,-226.082986884167,-225.77697054408,51.2311730972548,51.5277584348273,51.8024527482785,52.4362011411539,52.761535398077,53.0601297135891,53.4227499978945,53.7634470096415,54.0629049050445,54.2475133559594,54.6478225977254,169.094879795334,168.836971939174,168.603835239556,168.770768082638,168.673478025744,168.574592580101,168.563237962693,168.574897560664,168.586654813968,168.525262690772,168.759736904589
27.589999999999,-226.491373632368,-226.570283545649,-226.206344891931,-226.250509227262,-226.063315533064,-225.891417965732,-225.922164539188,-225.686610777208,-225.546778683111,-225.474367335277,-225.238775706658,49.9389838509889,50.1880285441847,50.8430898379875,51.0685081678341,51.5028089511593,51.9012724511658,52.0811538019639,52.5064014932575,52.8037862625452,53.0121294561481,53.3429570458377,170.247097234599,169.94268328081,170.089210534813,169.850456509962,169.861039088026,169.860858627741,169.669866932204,169.765634636287,169.776664967114,169.739704718058,169.904857986514
27.599999999999,-225.824038548403,-225.952542262546,-225.679381578117,-225.617981972494,-225.443597231117,-225.274650648827,-225.126482922104,-225.11247539069,-224.930767550069,-224.886127256371,-224.651208037328,48.7351945335668,48.9366312617034,49.5038407552661,49.8372938978309,50.2610483397781,50.657473561494,51.0189138675787,51.2229093430905,51.5637398108393,51.7449942029236,52.0756613828166,171.482138490731,171.131294969429,171.190530284715,171.060182230653,171.060242600418,171.058445139538,171.053333318172,170.926811214772,170.981457598229,170.918094115879,171.083374690617
27.609999999999,-225.282208736256,-225.221400370691,-225.002452067649,-224.926444173629,-224.809833160669,-224.481046223766,-224.571338358549,-224.608214137192,-224.440618852752,-224.223342421913,-224.153253381053,47.395515293247,47.7910050510177,48.3059459356949,48.6564890199492,49.0238811987342,49.5816380775005,49.7060065165533,49.8587664022387,50.185757181731,50.5417487854265,50.7078479407674,172.574698695005,172.416389149455,172.424198313881,172.311792933971,172.256337534771,172.418795342705,172.174426889138,172.000518284293,172.042472988276,172.15299870344,172.154902520238
27.619999999999,-224.525409106754,-224.519262092564,-224.323959933605,-224.253796443083,-224.071711645021,-223.820470427134,-223.945524873861,-223.894009124828,-223.784451061451,-223.620601342966,-223.537676894525,46.2652716015588,46.6080518457312,47.1011885666561,47.4483158312333,47.8820034328198,48.3656321532744,48.4551021779744,48.6973636657673,48.9679131521536,49.2700282388403,49.447501033556,173.866038285508,173.656233637814,173.643122373895,173.527637331206,173.542532580451,173.625158581181,173.350108262516,173.266462301858,173.25278462042,173.312106567813,173.32551229699
27.629999999999,-223.832724344666,-223.830880985994,-223.642133248475,-223.544770000157,-223.644761720627,-223.295144767364,-223.426301258964,-223.293691405255,-223.232184071408,-222.982940793762,-222.79660838611,45.062608316887,45.4033725768688,45.891552454469,46.267791971788,46.4189944780813,47.0043278639531,47.087121769307,47.4132296888363,47.6372554567561,48.0236081302765,48.3025110470325,175.077850720978,174.866955860814,174.849934478338,174.765561143175,174.498148087671,174.680954958961,174.402283144381,174.402335817397,174.34298629399,174.490384028608,174.603536876189
27.639999999999,-223.586741334636,-223.203241467065,-223.280397513922,-223.29947835948,-223.281334015711,-223.325102982429,-223.150095074905,-223.097344022785,-222.917370242751,-222.782221162753,-222.324002998911,43.3721745544624,44.0875436520383,44.3191388120767,44.5803832725633,44.8550852204077,45.0458230796868,45.4413070732185,45.6884919192435,46.031741324376,46.3074462515645,46.8562776344217,175.824333082231,175.98831092101,175.715779267754,175.515904722545,175.369589431257,175.169659160285,175.192542791747,175.114418863254,175.173903334708,175.205354966673,175.58980242377
27.649999999999,-223.039671509452,-222.676184807387,-222.659839920676,-222.744680141534,-222.717766314423,-222.803742487197,-222.572687990379,-222.474515667681,-222.320858392014,-221.686129350443,-221.751504767057,41.9988900502211,42.6946070094247,43.0226375236153,43.2194819719234,43.5058727957738,43.6556174121361,44.1093972999074,44.4035072573457,44.7215234555542,45.4895389411514,45.5217269384356,176.862948798595,177.008873208079,176.832280097111,176.569054460535,176.434150526233,176.195282626501,176.27575348329,176.245494648586,176.280589646766,176.804498327676,176.673031796315
27.659999999999,-222.307346085798,-221.926079625248,-221.997232570258,-221.998052473944,-221.978870425463,-222.089355577221,-221.86739194162,-221.703686419233,-221.418786309009,-221.052658753561,-221.070784094286,40.8022403373176,41.5209476841649,41.7614066962779,42.0452446759201,42.3243914736138,42.4523252476994,42.8977585739565,43.2588948044488,43.7063707568408,44.2088343347469,44.2881197773415,178.06868810038,178.238164230871,177.975018178567,177.798332255236,177.657189242875,177.396065039198,177.470442883187,177.508471142063,177.673740406264,177.935121093298,177.849460059432
27.669999999999,-221.10954436628,-221.220636165798,-221.292760694447,-221.272450982576,-221.295852335837,-221.354250841402,-221.148361395204,-220.940190699329,-220.129544405875,-220.35300378484,-220.389285440092,40.0513076810549,40.2883174578594,40.5290427394567,40.8352541295509,41.0743708681549,41.2563922357168,41.686429532678,42.0934178454235,43.0574897094027,42.980275814114,43.0427420107793,179.71350085032,179.402894277031,179.141830759016,178.988690964926,178.807658936125,178.600122658129,178.66154974997,178.746789429446,179.428298180845,179.112692858585,179.009681677517
27.679999999999,-220.591265359027,-220.561280811921,-220.601523834424,-220.592254164059,-220.608354867866,-220.641509182673,-220.48827053254,-220.168285321085,-219.830138047644,-219.788216830044,-219.762236194027,38.6174517828186,38.9955351944804,39.2703292975582,39.5678664754429,39.8157708209557,40.0241153654557,40.4027647615657,40.9203796873814,41.4197976132347,41.6038988685641,41.7293493585713,180.672973423751,180.504346055915,180.278009606361,180.117296390958,179.945848600815,179.765192613873,179.77719122621,179.973848483189,180.192102620902,180.137907936961,180.09849186163
27.689999999999,-219.906353666241,-220.058540375762,-220.070846523121,-220.041793263878,-220.008233254698,-220.019523256665,-219.914473135677,-219.283648702906,-219.347478240406,-219.340607169749,-219.250441904947,37.3371817148194,37.5344602234984,37.8398340828978,38.1596449189836,38.459066651314,38.6913278959566,39.0225411247003,39.8426384798867,39.9493429696585,40.0994183555381,40.2895286547633,181.783065258007,181.433921347204,181.238330816841,181.100468996301,180.981547145928,180.824717054823,180.791314059484,181.290355583136,181.116861642844,181.028825726881,181.055854695833
27.699999999999,-219.42130024607,-219.521126370908,-219.536180459501,-219.52557635182,-219.449576317904,-219.429640123728,-219.250077489144,-219.018781150138,-219.024003266388,-218.931536467812,-219.020097154066,35.8484972422746,36.1010581855281,36.4049808092903,36.7084392863259,37.0520342261427,37.3185899391781,37.7218695858883,38.1476161159966,38.3087958693795,38.5470540070931,38.5556607031934,182.678379568404,182.385024150303,182.188968828284,182.035517747109,181.962021333545,181.838394631773,181.879694665066,181.984581316003,181.867582698766,181.866504127737,181.717305115256
27.709999999999,-219.01140530384,-218.913583922697,-219.020605798342,-219.040453945843,-218.908329956557,-218.892061731185,-218.264144045643,-218.680116244838,-218.632693943793,-218.632085594639,-218.533354089559,34.2727764750361,34.720465409932,34.9354872626939,35.2104818786558,35.6125979263377,35.8760248562795,36.7203008710626,36.5085958288602,36.7247452691122,36.8707090395271,37.0678331345742,183.485009368536,183.38872229284,183.104544271684,182.923221231521,182.908900877432,182.784047506501,183.265588205003,182.734852028316,182.672567188136,182.580850613537,182.620615754558
27.719999999999,-218.259328688153,-218.249586785393,-218.379135751459,-218.431667029842,-218.324663123176,-218.28931485616,-218.004346259007,-218.200869376686,-218.276923191948,-218.111188594561,-217.964173682472,33.0254346808279,33.3859191243402,33.5816972157732,33.825752886063,34.2046071292457,34.4881238838912,34.9952607971382,35.0000676582141,35.0920268341437,35.4069530142831,35.6509066597455,184.61490172641,184.433420219915,184.130464160637,183.919069607993,183.88236966696,183.778864761669,183.924041056011,183.610664985534,183.426658780558,183.502108017858,183.590067342415
27.729999999999,-217.576728832322,-217.842648316052,-217.65233741978,-217.75789991654,-217.659977061474,-217.488952696204,-217.398874232863,-217.628145413648,-217.590842155385,-217.318559602922,-217.384845456436,31.7021892183134,31.7926005166669,32.3056101938779,32.49760817427,32.8697056623362,33.2877664224407,33.6040825050676,33.576271969199,33.7845797346026,34.2040654500664,34.2374049985827,185.6610561179,185.210512609746,185.22625940115,184.964555099507,184.921447748987,184.953214176214,184.908461177627,184.564664634218,184.496204324569,184.677705950689,184.555409874765
27.739999999999,-216.878136045665,-217.094380422578,-216.932795321823,-216.998829153417,-216.935263285747,-216.361980259866,-216.767552277097,-216.910601626144,-216.750631620899,-216.671475871888,-216.739499655122,30.3880401633316,30.52887382195,31.0145215384805,31.2484453714901,31.5878651239387,32.4013388925404,32.2303800167401,32.2908098579433,32.6203559665283,32.8504970646182,32.882158716302,186.707516607978,186.309213325156,186.298951052116,186.079718437634,186.004850932839,186.432108756268,185.902667824697,185.647691828777,185.701846395134,185.69445733293,185.570876485341
27.749999999999,-215.930809286005,-216.036189831856,-216.293191328148,-216.026270898867,-216.01710164513,-215.686235080503,-215.671919365604,-215.543793645762,-215.607982943564,-215.52510783937,-215.659327775097,29.3156200026734,29.5701552836813,29.6451680814491,30.2093689218075,30.4955489913605,31.0682933292616,31.3143650302716,31.6450980334171,31.7533700678385,31.98726952236,31.9541480516772,187.98070247629,187.696240772653,187.275725305625,187.388039232919,187.260459049648,187.448594379433,187.336453709147,187.353221759662,187.187506674569,187.185363711456,186.99653689547
27.759999999999,-215.143676920282,-215.353333674623,-215.286364121064,-215.255527377955,-215.138311318125,-214.901497024086,-214.778301276852,-214.855425083363,-214.882232111901,-214.803268834984,-214.950592531571,28.0702867813176,28.2216740999097,28.6207855290321,28.9535742213687,29.3452602829092,29.8271756793367,30.1814481571627,30.3109402759683,30.4568495507807,30.6878119423204,30.6424029427599,189.080588306612,188.695274498385,188.599146869242,188.480635956131,188.460209204749,188.557726992111,188.555586756836,188.371892088299,188.244976302529,188.240721494309,188.040181878404
27.769999999999,-214.710271715868,-214.62447623041,-214.717744040241,-214.561244765996,-213.789133261033,-214.259143872034,-214.178734049886,-214.241887727365,-214.267255830408,-214.194747786592,-214.320734904821,26.4557233270124,26.9077297731179,27.147069786887,27.6080400822054,28.6436790273736,28.4320506057367,28.7452102397889,28.8890211638915,29.0375339244697,29.2633212114202,29.239577479645,189.811044224669,189.724426987581,189.471146248563,189.480719170529,190.104058484392,189.510232441956,189.468173093779,189.300009648979,189.176507208044,189.167434868925,188.989607806206
27.779999999999,-213.920380082322,-213.96806635961,-214.064768391189,-213.998504412735,-213.403208169791,-213.614491412545,-213.586915265238,-213.712063901206,-213.728164007998,-213.663961621835,-213.740287488706,25.1907116660344,25.510024311004,25.7489038201719,26.1159594894755,26.9834235068045,27.0278229618615,27.2900903804441,27.3727345787955,27.531966180544,27.750526315734,27.7765280281228,190.882542835114,190.665613879989,190.412486246716,190.331812956682,190.787015956606,190.449998958192,190.357679046935,190.129491252172,190.017287581692,190.001358759845,189.874577482962
