"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
2.96000000000001,199.04789813823,199.235425505492,199.65594537871,199.933447635389,200.342662216532,200.589513754726,200.920736746069,201.073761904036,201.309458558921,201.769116493339,201.735664948777,-4.41423896183069,-4.98858300094218,-5.25912083110258,-5.60744254951007,-5.76205505829486,-6.04002971735795,-6.18653369932054,-6.46086074173047,-6.59210691248968,-6.44469637277045,-6.68868737804251,-199.529685878153,-199.64311389411,-199.49324342923,-199.459420019518,-199.265027399309,-199.220131736201,-199.068276694471,-199.080017495719,-198.978429047345,-198.629704549376,-198.748193366993
2.97000000000001,197.191692376508,197.298048223982,197.639581672004,197.980623401592,198.338486646488,198.620773036634,198.870895596659,199.052493890442,199.296247195507,199.47213985245,199.590207849615,-4.05399684526575,-4.71033898034046,-5.06084735575341,-5.34737525464957,-5.55515088480618,-5.79936104252443,-6.02725703029439,-6.27304941543394,-6.39631108695915,-6.53369299654094,-6.62564599315241,-201.367240176108,-201.564688665232,-201.496928873221,-201.401864026959,-201.26079088511,-201.18233253429,-201.114687684188,-201.100120081918,-200.991893013634,-200.928975007207,-200.896821315641
2.98000000000001,196.307204174781,196.508188771161,196.842530275898,197.160229916088,197.50870564493,197.838654207561,198.035689912129,198.206447951302,198.46652387574,199.108244583343,198.758450984865,-2.70877895081623,-3.27398653405253,-3.63314815277072,-3.94430492048903,-4.16228228167226,-4.36032179126356,-4.64194337587154,-4.89992043188336,-5.00751768827135,-4.67989286248027,-5.23937633156724,-202.218991599541,-202.326858668292,-202.269422912488,-202.200890919449,-202.071722654623,-201.947275280571,-201.935828358316,-201.934159570723,-201.811414762158,-201.278354377515,-201.719639894293
2.99000000000001,195.712146554469,195.905881316813,196.255088618039,196.524873875642,196.874800293034,197.231452967009,197.413859284185,197.593073133701,197.755102169467,198.298321288748,198.218844874484,-1.06485876053553,-1.63893240114343,-1.9849414394979,-2.34515069642005,-2.56261211272202,-2.73515296406734,-3.03252848265489,-3.28331610051635,-3.48844569272311,-3.26055856881835,-3.5517543974406,-202.765549641994,-202.883639849268,-202.814608844662,-202.797290376487,-202.669372950635,-202.520230644472,-202.526268719662,-202.518167687576,-202.493502889563,-202.061810654335,-202.233965235984
3.00000000000001,195.178938434182,195.437405202961,195.826534038801,196.049833352929,196.396995489079,196.689694368085,196.906957614504,197.104078572921,197.727876358586,197.949106859777,197.825033919108,0.652303627696194,0.1409147539988,-0.167283530139173,-0.575308415434739,-0.796612968612109,-1.03357716284003,-1.29697292929332,-1.53116581718127,-1.27755367589355,-1.37238477542767,-1.70827285397301,-203.232327055999,-203.289386023738,-203.184064066302,-203.216682056323,-203.094580307923,-203.012324070213,-202.984111371995,-202.959932269677,-202.472937155151,-202.369075295064,-202.58581232588
3.01000000000001,194.746096948001,195.046756600339,195.477449481063,195.700264083451,196.04329183287,196.251481941864,196.617547756989,196.852034911127,197.248789115667,197.659581991072,197.533269466979,2.47825928796908,2.00715161488563,1.73824899649122,1.32807900519727,1.10158564977092,0.780077550782687,0.662839434584228,0.464367681707323,0.489891828314715,0.58447843298004,0.245133653159479,-203.584538993125,-203.603058338754,-203.460040895283,-203.496458517208,-203.381771089751,-203.388427429269,-203.21205867565,-203.15244882696,-202.895929096315,-202.60243788939,-202.822333396599
3.02000000000001,194.253244293122,194.732134423056,194.971755724457,195.23299113349,195.644740546599,195.680689401898,196.224811942308,196.413576890436,196.832825910392,197.263678143886,197.144069920718,4.24929975653687,3.95688977748443,3.49241398608369,3.1188938053095,2.96052098020527,2.46652856296103,2.52493634412265,2.2790695991759,2.32593174867013,2.44039841961197,2.10631385397786,-203.985686644009,-203.829676792185,-203.881524717245,-203.882636885024,-203.701615981357,-203.882400585295,-203.531171163056,-203.519747212107,-203.242082983306,-202.929996240089,-203.144961375346
3.03000000000001,193.57281378867,194.03897836569,194.456372960555,194.496168005728,194.921769426515,195.061159551924,195.656066274996,196.092915344243,196.241671583061,196.699954444446,196.568381457679,5.83884356634146,5.53130001050284,5.24632752001986,4.6479413603473,4.50270005272202,4.10812844983122,4.21759533601462,4.21833239888647,3.9930997438542,4.13507710259053,3.7873732648297,-204.557861184058,-204.418739538445,-204.295528684784,-204.520354908989,-204.327340627176,-204.410480644655,-204.009770241555,-203.749070235193,-203.746607638354,-203.408484097707,-203.63725414359
3.04000000000001,192.717191793187,193.15041142596,193.460901824463,193.969545968031,194.175116049428,194.311715123141,194.864140031903,195.197135313668,195.441228162288,195.900057948573,195.77874518584,7.25859507820781,6.9155882552574,6.52342735593669,6.394441030666,6.02515959119976,5.62694307011946,5.69218122541959,5.58751737164687,5.45688673587175,5.59964934588319,5.26050168573877,-205.288545460924,-205.186399255539,-205.171818921711,-204.932250881351,-204.962471873514,-205.050859162924,-204.69481971605,-204.540663750191,-204.443796011104,-204.106484286881,-204.326987242046
3.05000000000001,191.692183293651,192.089854052821,192.379305765267,192.886443456031,193.133310575228,193.363301070082,193.849916907202,194.169974182509,194.420342070564,194.8249470066,194.741417284972,8.51347548417314,8.1329247784534,7.71836041445484,7.5858577845811,7.2576242906186,6.95011349043373,6.94966089067606,6.83082739733609,6.70575232038506,6.79441126270053,6.49168885222262,-206.173635430058,-206.110798850823,-206.120469527131,-205.885063410989,-205.876635165667,-205.872886441258,-205.586465077227,-205.446982564338,-205.345532245939,-205.063553564215,-205.248522456011
3.06000000000001,190.610890420845,190.826659146168,191.273822953725,191.766782945171,192.000147929891,192.33165406847,192.741533487833,193.239995887656,193.140780410209,193.494233095071,193.420797826846,9.71716740870709,9.15597586645944,8.89584725655701,8.74599820441246,8.40418174162805,8.19498145777642,8.11854068195617,8.17942957588302,7.70448099249865,7.74273094288347,7.44841252774409,-207.100211446974,-207.219671080086,-207.077726554868,-206.859840026874,-206.867495670136,-206.761897010235,-206.557109491994,-206.240776027997,-206.487384264063,-206.257985214897,-206.434882224034
3.07000000000001,189.402852702591,189.821335154569,190.181560850025,190.633880629634,190.884268397581,191.248559023582,191.488147397489,191.944695795482,192.386164241959,192.330426032625,192.493742565317,10.802323093656,10.4396168347343,10.0921037719026,9.89951989472937,9.57403119451472,9.39399656862405,9.15130942623077,9.16881861327545,9.23388939538805,8.86282502685631,8.80484578409391,-208.136289817044,-208.059809858423,-208.007196197013,-207.83293137068,-207.827170317296,-207.687717135611,-207.654930565758,-207.382329493368,-207.093835408254,-207.2737574079,-207.21633222933
3.08000000000001,188.50624721648,189.011840737416,189.514637604901,189.694471920659,190.311799555559,190.4423646609,190.758100950422,191.257875914511,191.539989357284,192.246156221948,192.455896107724,12.2430058442147,11.963582785679,11.7539065844552,11.2915514363376,11.3288225992658,10.9261938281313,10.7455928738565,10.803385522401,10.7071609258713,11.0904467846118,11.083497832487,-208.802114638296,-208.643397063335,-208.453030084252,-208.554145189065,-208.182510180444,-208.285402557794,-208.177367493133,-207.862963982884,-207.734892426568,-207.157859529065,-207.043168461771
3.09000000000001,187.553830353185,187.978524902879,188.447313799364,188.65634919398,189.121062417374,189.65584570142,189.852384420197,190.344097255207,190.528434087697,191.051123627348,191.298138669929,13.5972451293154,13.234762621428,12.98951318221,12.5537140068743,12.4394626719315,12.4389336438435,12.1399342342621,12.1886631274715,11.9917280361814,12.1922541886199,12.2204803513271,-209.552383778309,-209.478064139083,-209.325290310733,-209.401052179184,-209.183457505005,-208.88345792935,-208.898688106483,-208.593805257294,-208.565773440982,-208.173138550628,-208.022452608482
3.10000000000001,186.532379907714,186.904078338004,187.31484687127,187.493940010638,188.150239757284,188.688613874866,188.704587789726,189.15189512686,189.428889866788,190.202953655286,190.183166065302,14.888587223244,14.4709825831479,14.1661542107263,13.7033415833154,13.7777172617981,13.7752221460785,13.2955288225545,13.2981993005155,13.1944644819193,13.6468399363043,13.406517986575,-210.355036998477,-210.337371100507,-210.245983117777,-210.350850907286,-209.948156703332,-209.64438199234,-209.845445327746,-209.58656750218,-209.467468788327,-208.820048991359,-208.941890516549
3.11000000000001,185.521604106165,185.959357974841,186.20777418869,186.569286796925,187.032723938729,187.733203334256,187.679143467481,188.13539272115,188.424443514718,189.052036905765,189.164836958461,16.1995229023659,15.8471741262878,15.3832954835287,15.0936787841782,14.974968146314,15.1333027348266,14.5833450653665,14.5939962391262,14.5017138291847,14.8070508249887,14.6983893197783,-211.127925107769,-211.047906311496,-211.118021910611,-211.048778643494,-210.840454782404,-210.375041951025,-210.650599042353,-210.384331845277,-210.254929077651,-209.755523983986,-209.74597485513
3.12000000000001,184.614140561037,184.842941075877,185.373413588075,185.808860617484,186.172082300076,186.798715588474,186.856578684499,187.356888921128,187.943774704738,188.173209944767,188.350552093491,17.6246577456352,17.0643507981239,16.8759669184337,16.6615381994417,16.4409738177884,16.5241399595395,16.0847583545176,16.1389465771711,16.3436084422985,16.2495753270375,16.2053831858411,-211.777598059222,-211.90669313163,-211.703396769877,-211.561469237885,-211.456431492131,-211.067685525851,-211.233711560471,-210.925021020963,-210.495691418223,-210.399443160568,-210.326811791949
3.13000000000001,183.675267519814,184.066762381657,184.509983656009,184.938652331318,185.231038489866,185.748032139008,185.9894060006,186.548354325505,187.091419890673,187.342991393538,187.59371186606,19.0273356294512,18.6274973511757,18.3513441205541,18.1284790779057,17.8358827113201,17.8069160837957,17.5504242930336,17.662882539865,17.8229207426772,17.7493936978634,17.7788989461747,-212.44416868335,-212.415657225991,-212.301925971327,-212.170227558577,-212.138008614457,-211.862969378286,-211.847281940307,-211.481557167019,-211.097838122358,-210.979691279202,-210.835020034847
3.14000000000001,182.7264859358,183.457726934852,183.913128618496,184.312063213157,184.585110487662,184.881437334242,185.357290587992,185.954648550568,186.50559673824,186.708192876225,187.006042092047,20.432846155205,20.3679197205431,20.1020514908334,19.8476202327713,19.5336907134969,19.2822217706667,19.25950406102,19.4099077803822,19.5769128750467,19.4531335885317,19.5299336887111,-213.10016415262,-212.740409339218,-212.618291995334,-212.519931004823,-212.510272849832,-212.460311729976,-212.210647078866,-211.808245139349,-211.417883212382,-211.349977736479,-211.159122655444
3.15000000000001,182.301485679728,183.016400477029,183.580056449417,184.22701311768,184.191643449835,184.30381080575,185.014666878436,185.986429873131,186.112294073976,186.290707697873,186.594125287237,22.3668136247079,22.2858320288122,22.1258828540516,22.1176157747693,21.4930136751501,21.0571070508647,21.2671210634008,21.7911545249305,21.5317201432696,21.3831036698087,21.4650262209626,-213.21709391242,-212.875985589145,-212.650004741996,-212.304015064982,-212.610155532204,-212.749806854848,-212.264454087925,-211.484834203834,-211.526456165118,-211.484739901331,-211.288677297293
3.16000000000001,181.579309927943,182.366777338722,182.952933932842,183.496359374666,183.637247008939,183.737244709181,184.467573997266,185.21073538304,185.505250112822,185.716236909281,185.997807698574,24.0103408379266,24.0006664457615,23.8604445227941,23.7470883020063,23.2968770848829,22.8479858779607,23.0758146154031,23.3701683194476,23.2781002208748,23.1611365188789,23.2206292218207,-213.614500188829,-213.2049275181,-212.96063414344,-212.722797789855,-212.855194395375,-213.01102762234,-212.507238990661,-211.960168730514,-211.833323806819,-211.761243333766,-211.587622915559
3.17000000000001,180.772105578902,181.465010263962,182.065584128654,182.640538667811,182.874976686923,183.091358902793,183.69339631463,184.380102282633,184.680092883763,184.938906939147,185.189021564375,25.5741230950512,25.4660959202846,25.3385121288974,25.2553434378133,24.8970977996199,24.5631231522936,24.6616118744325,24.8982707500178,24.8105797945264,24.7404210971247,24.767752103777,-214.083057475904,-213.772544131775,-213.517555952279,-213.251412863857,-213.293504319852,-213.335654661498,-212.962760446174,-212.47419565556,-212.343781367655,-212.225862731504,-212.084821920765
3.18000000000001,179.732111628778,180.424970994214,181.012509780673,181.640106453534,181.922892207295,182.263309022268,183.303451234226,183.40126210398,183.702439815564,184.043555138508,184.197655550022,26.9070203352761,26.7969912332633,26.6546605998508,26.6226611878195,26.3115432323713,26.099760991144,26.6355286637709,26.2820519351226,26.1945243669959,26.2073120134099,26.1365083429221,-214.77069192488,-214.464346071933,-214.22601908774,-213.910166391944,-213.907232683365,-213.827571051783,-213.012296267377,-213.121663696558,-212.991986087728,-212.793008066878,-212.74970152452
3.19000000000001,177.601157019519,178.193351331507,178.720093794782,179.373832824239,179.513623035976,179.874331168567,180.90657078603,181.23836377836,181.515076461797,181.859646271709,181.960460555272,27.1502292204462,26.9368267452608,26.7318758417789,26.723456847072,26.2687105678561,26.075952846627,26.6031398605371,26.4823809256909,26.3693068680459,26.384820743619,26.2609224995936,-216.530783719453,-216.329383522779,-216.155594411768,-215.814671591842,-215.958784371262,-215.8599727074,-215.055395420399,-214.929572177124,-214.82582726539,-214.623649187255,-214.634678105309
3.20000000000001,176.636289761722,177.233010762179,178.045859001741,178.4152411136,178.565783022352,178.993381807299,179.923458828835,180.252886801202,180.548699198527,180.861447130437,181.01128246617,28.5715440999035,28.3606237979017,28.4401846431026,28.1459183532562,27.700421214677,27.5732049493049,27.9971255562728,27.8728466773848,27.7782849871566,27.7611686685553,27.6855987556501,-217.108900182494,-216.907104828676,-216.446783012392,-216.397116731333,-216.534111019069,-216.371312432455,-215.670152254452,-215.54890738399,-215.427921475171,-215.259320328318,-215.222450137204
3.21000000000001,175.730396034385,176.35495297128,177.13077750886,177.589322832195,177.809516137356,179.107621278018,179.093046157991,179.445377934728,179.731017283563,180.089204693076,180.194629336511,30.0606593625907,29.8755063541933,29.9162467364111,29.7098297728338,29.3331174693545,30.0742332822845,29.5525147588904,29.4503084563802,29.3443513974312,29.371690581359,29.2512717196824,-217.609620725757,-217.384234047952,-216.964588645048,-216.828761274922,-216.899519754185,-215.857784190714,-216.114352389757,-215.972502645863,-215.863666998176,-215.650679788296,-215.660243931773
3.22000000000001,174.943765258917,175.623977601369,176.463649871922,177.024189761199,177.189931212207,178.096952655543,178.471527094018,178.851212086065,179.122462153242,179.426818862688,179.560942488657,31.6770119281606,31.5455058892633,31.6488226465406,31.5432659002857,31.1092766837051,31.4584298242826,31.3239435494883,31.2482904069544,31.1263989908661,31.099209916946,31.0070924362527,-217.974047165193,-217.697288765107,-217.217769080041,-216.983126466245,-217.112075439745,-216.467865751832,-216.333734513879,-216.166992269637,-216.074639448963,-215.917432472601,-215.899176937567
3.23000000000001,174.270867829057,175.250833894147,175.881556936602,176.473652905446,176.67991854976,177.542544209916,177.974235030534,178.359198518668,178.662456962703,178.901639391185,179.071892486488,33.4125875211366,33.5805396101896,33.470899004262,33.3947301037141,32.9999028636285,33.3040449764122,33.2240589337673,33.152794924296,33.0612519845341,32.9684057968516,32.9117562586245,-218.210945097077,-217.636598994251,-217.372946504386,-217.110362146844,-217.202040136456,-216.605008108042,-216.416359093279,-216.247115233803,-216.124355345991,-216.034623279447,-215.980863517691
3.24000000000001,173.484271579194,174.414071475859,175.103481334793,175.686511079437,176.45438931832,176.767396349342,177.224678824967,177.570537978589,177.85800753585,178.351833440665,178.354648886639,35.0327385961358,35.1478002182992,35.094893349269,35.0074689139501,35.1726717425394,34.9256302862089,34.869717963204,34.7579637302975,34.6493844708473,34.8105365348572,34.5855197228906,-218.552752781339,-218.033242435942,-217.715050148364,-217.465205919995,-216.991797442758,-216.952634392157,-216.742367671711,-216.615007763327,-216.51022484022,-216.164718286938,-216.281528979495
3.25000000000001,172.542476527054,173.472349729825,174.154564426315,174.718558882564,175.438418018936,175.91662589751,176.296034906076,176.630573910402,176.922453137468,177.411737116923,177.478731855404,36.5039098899678,36.6167398696327,36.5546478736378,36.4461478426781,36.561362097709,36.4772558087478,36.3432221885673,36.2188292331256,36.1134910923266,36.2694291694388,36.1077171692314,-219.032822171165,-218.51752660097,-218.210385924086,-217.983143211677,-217.561900049901,-217.35874785292,-217.229499753777,-217.11597640342,-217.008724689183,-216.669406855836,-216.722728119749
3.26000000000001,171.48921712597,172.447982302831,173.102760338928,173.630633059135,174.435212548957,174.983616236035,175.235018105213,175.577144619038,175.871538300723,176.395233162949,176.501260258144,37.8724892688198,38.0123460787862,37.9212468090362,37.7747562584907,37.972366026684,37.9561877286771,37.6944335369833,37.576606051043,37.4726402653402,37.6623027603551,37.538590392372,-219.606208702241,-219.065938379854,-218.78966214041,-218.60231980051,-218.099223553232,-217.828596264832,-217.829854549038,-217.71113989619,-217.603252480406,-217.230660515662,-217.246472950487
3.27000000000001,170.315369196256,171.299073575065,171.922342872111,172.410704266263,173.245836102193,173.836793614152,174.027157390544,174.402457617656,174.85830959782,175.193284870784,175.30660703382,39.1246276020052,39.2877598113295,39.1637549379431,38.9757234545152,39.201996704924,39.2251462755844,38.9035573108321,38.817922002099,38.8743963667393,38.8752187449271,38.757523714672,-220.28453415335,-219.722758893163,-219.481272323371,-219.337360400582,-218.80653424385,-218.495869336326,-218.560664114133,-218.410541187477,-218.140862558237,-217.960355638889,-217.970712096404
3.28000000000001,169.144197482013,170.142514019667,170.755771291853,171.21883438187,171.994277164561,172.577472607677,172.844244180215,173.224665861155,173.613644976756,173.92766023831,174.017335365201,40.3829504713182,40.5593659893844,40.4238458447281,40.2080044931474,40.3735798222948,40.3849997508365,40.1412134358792,40.0597575131223,40.0483006930963,40.0292688610915,39.8861860303079,-220.945401846513,-220.372002718575,-220.144008832029,-220.029474465935,-219.561050583415,-219.260493202354,-219.251457098963,-219.09804791872,-218.897464248156,-218.738063601258,-218.774092256827
3.29000000000001,168.209868069863,169.004196125294,169.641548992833,170.119236128785,170.786650077243,171.307888522237,171.756969188208,172.15304559397,172.532868317049,172.709031646751,172.724108523581,41.8830444465668,41.8542172929692,41.7409223889942,41.5369129799448,41.5941943382514,41.5399911752434,41.4789936747428,41.4121963301151,41.3903679234051,41.2355710733392,41.0158977521724,-221.350729687678,-220.986905789639,-220.738730255772,-220.613539688516,-220.255734250804,-220.019682863279,-219.830786223577,-219.663319815831,-219.473513215013,-219.452471510941,-219.565290775828
3.30000000000001,166.327484543188,167.145375033612,167.969905632953,169.166742038324,169.66609868404,170.010047656649,170.428186541283,171.279375142958,171.477825127853,172.148729954402,171.757176114945,42.4646870082979,42.4536843604884,42.5222835186534,43.0391852268286,42.9253619313119,42.7041801707995,42.5986552431257,42.984315091471,42.7795858478797,43.1123469885386,42.4909284483521,-222.656788843977,-222.275470228785,-221.846543672263,-220.997117972156,-220.81448914612,-220.763315398059,-220.606203660215,-219.98023636707,-219.976071559406,-219.464867525597,-219.983933943844
3.31000000000001,165.289900000526,166.071961810288,166.845373872215,168.002533968575,168.428379742036,168.790270854618,169.321710378034,170.118599967761,170.400029140738,170.857686435583,171.714414085805,43.8697691417966,43.8209200058548,43.8367236121395,44.311271621017,44.1232710986783,43.917308146052,43.9246039722563,44.2547908919511,44.1324486405492,44.2528865553071,44.8785957574471,-223.139938164339,-222.79835587287,-222.424237984353,-221.61735776463,-221.511266368268,-221.444330462349,-221.176716670799,-220.606908176329,-220.52112703375,-220.223410831129,-219.481175442674
3.32000000000001,164.143812697992,164.90533062421,166.033614110761,166.732408230857,167.12815859804,167.53531724753,168.088900327046,168.845304258197,169.147319988761,169.693720034136,169.933613658446,45.1728781159788,45.1016472916899,45.4711110760675,45.4849748764918,45.2657682033564,45.1021573258048,45.1316130198331,45.4204337512532,45.3181325489105,45.527263407874,45.5351500309009,-223.713867253174,-223.396812156228,-222.665440249755,-222.325024388575,-222.251972101057,-222.142061587133,-221.855250471953,-221.327470895299,-221.222979647381,-220.835081320116,-220.718238438741
3.33000000000001,162.99291046184,163.867806984336,164.910006770347,165.532632882204,165.981020874961,166.45676449395,166.924209121716,167.64106042752,167.84515477179,168.444122782968,168.765342348787,46.478631678426,46.5212658044167,46.8038301541074,46.7391462173672,46.5708455336444,46.4732286080682,46.4169134065939,46.6655728596554,46.462677485215,46.7257441554125,46.8117213877073,-224.273596488517,-223.84691303587,-223.203915178311,-222.94315133519,-222.820053529105,-222.644019416807,-222.446056067925,-221.959834832128,-221.955469154283,-221.516299553314,-221.318492237351
3.34000000000001,161.949782531323,163.149554096081,163.796170207359,164.385986295018,164.915628272333,165.446162400856,165.805961135568,166.46898147718,166.926030563774,167.24251663881,167.680709852641,47.8998971192024,48.2661188840161,48.1517115999197,48.0528730462837,47.9636694631302,47.9190369298665,47.7547625270802,47.9487178334015,47.9978120164815,47.9774010319622,48.179662826936,-224.706106182039,-223.954496933127,-223.714124182364,-223.489679787121,-223.288038622742,-223.059920770601,-222.971949247037,-222.541875046268,-222.283311109017,-222.131564141701,-221.81682036005
3.35000000000001,160.89921510688,162.049134062836,162.685710188898,163.248313666559,163.848281253759,164.352459408973,164.681852993015,165.266546953874,165.789634268071,166.02117572867,166.632543004408,49.3143849812971,49.6290315360803,49.5027500027945,49.3747512556153,49.3539733106729,49.2808844926584,49.086133854237,49.2006269872558,49.317758606654,49.2089591459965,49.5871777791812,-225.1329850052,-224.43543837196,-224.208951893143,-224.015357569586,-223.746263085091,-223.546649148298,-223.492521167154,-223.143479233365,-222.821019810925,-222.755264872503,-222.267044870795
3.36000000000001,160.278275478171,161.157697451331,161.987378996425,162.624509023374,163.105888137705,163.609719792707,164.114151772193,164.760677560677,165.094120347881,165.438150168701,165.804430151556,51.168823082498,51.2066408088652,51.2733357727613,51.2188229562505,51.0795794801511,51.0048400761132,50.9820673714134,51.1588004194707,51.0829879118213,51.0858396804148,51.2181817990343,-225.113782369585,-224.691990792878,-224.27706928567,-224.012973027248,-223.863414997078,-223.666830713741,-223.442657011539,-223.030333354218,-222.903528371535,-222.724389327204,-222.483741984703
3.37000000000001,159.377500017793,160.470820346265,161.120582820695,161.762720220021,162.338252477523,162.815049501541,163.299936616584,163.994722779626,164.41187127465,164.569663201891,164.978420520095,52.7554647664685,53.0053448764889,52.8854545308766,52.8329914050496,52.7835891673989,52.6811060730048,52.6375908443732,52.8606795139275,52.86764055068,52.6859623388498,52.860609607025,-225.351604610597,-224.721793694006,-224.490980807823,-224.225315692343,-223.98748989912,-223.820818373378,-223.616716839049,-223.160319958625,-222.951316947635,-222.9581739265,-222.675336793272
3.38000000000001,158.564168229541,159.5349110387,160.363922788531,161.069884124471,161.621089890512,162.130323358367,162.853802812024,163.318262592416,163.679474738032,163.975481361139,164.233333435437,54.4256356876327,54.553937593127,54.6124162954575,54.6218196433246,54.5468417631423,54.47581967018,54.6688095475978,54.6607350398298,54.6104262458602,54.5653460143347,54.5870671330662,-225.489352278495,-224.987000903276,-224.581630660837,-224.255700398225,-224.044888447776,-223.848905972536,-223.4059218692,-223.184620257581,-223.029027293221,-222.90431660905,-222.773336058779
3.39000000000001,157.462733929664,158.42765847639,159.247340101687,159.996607124691,160.568019194163,161.118498045071,162.537595290579,162.255345095857,162.65461718486,162.97071547498,163.268719239928,55.8128435645011,55.9325454382142,55.9795541316799,56.0309273944737,55.9745074536822,55.9430261139304,56.8306691817677,56.074606374118,56.0612264591087,56.0351078471799,56.0973977814849,-225.902709340189,-225.410218379485,-225.018121244587,-224.652213190967,-224.424368655826,-224.190388927859,-223.043854102685,-223.581530139612,-223.391208760551,-223.246326643671,-223.07616906902
3.40000000000001,156.301608498527,157.252173585842,158.044151545755,158.793260372003,159.360976055273,159.937843001984,160.907215601463,161.2006556655,161.427886497484,161.785266326159,162.062007999103,57.1417691008158,57.2451199276569,57.2627231313072,57.3124556519367,57.2509975157065,57.2439073441955,57.6810314090181,57.4995938766476,57.3130610865058,57.3276041085091,57.367925378371,-226.361399322567,-225.887342665251,-225.526573227073,-225.164098457457,-224.943272379777,-224.686061236732,-223.995032236529,-223.953094079378,-223.938776315559,-223.753828711699,-223.606094346634
3.41000000000001,154.694317755616,155.386353648851,156.095565771136,157.103998385744,157.27238717636,158.130462321932,158.984730732648,159.103791651244,159.478032093441,159.64223802345,160.03043445007,58.0252962332217,57.864987334777,57.798548041027,58.105446673834,57.6433572957391,57.9155662098874,58.2377866889638,57.8806833903933,57.8428198409531,57.6625546415244,57.8154182749702,-227.249163754036,-227.037887635323,-226.762924869038,-226.139732605958,-226.326259361545,-225.787178358663,-225.212483800832,-225.349031567947,-225.188721203264,-225.198907606456,-224.939730928737
3.42000000000001,153.507141017034,154.291155522585,155.041872066819,155.906917717785,156.181819168744,158.183693035063,157.854524061929,157.987076067728,158.305269328252,158.53184421396,158.892340317895,59.3349009253175,59.2658744527408,59.2392137442887,59.4013109691871,59.0442413240688,60.4580714387404,59.5963491070883,59.2518620453009,59.1563343057433,59.0382230650222,59.1623132565056,-227.702283405058,-227.402983160594,-227.089607476351,-226.614379697086,-226.696750239017,-225.002256167491,-225.626792933942,-225.752657666377,-225.650472818139,-225.599542983345,-225.36896744535
