"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
38.9600000000013,-26.4503108356157,-25.4228884912283,-24.4846011258577,-23.6208979117039,-22.8340420521836,-22.0944267569941,-21.413720158243,-20.8004740069854,-20.2796589714511,-19.8282738367564,-19.5202300899801,0.817015356133152,-0.279124306351793,-1.28085966234068,-2.20155640833537,-3.04636582543088,-3.83165452557571,-4.55568320342921,-5.20805432427255,-5.7760699463866,-6.2727515474373,-6.59436996067432,25.6332954794826,25.7020127975801,25.7654607881984,25.8224543200393,25.8804078776145,25.9260812825698,25.9694033616723,26.008528331258,26.0557289178377,26.1010253841937,26.1146000506544
38.9700000000013,-26.3609085230952,-25.3296862725418,-24.3870986026681,-23.5198777301662,-22.7296436017883,-21.9878041275223,-21.3031419032995,-20.6865632841787,-20.1632626225721,-19.7093499080452,-19.4003695946104,0.628874760759079,-0.463162777018947,-1.46165818205552,-2.37911113456015,-3.2210383185466,-4.00409132757447,-4.72679763491378,-5.37894606957712,-5.94543542651327,-6.44231383140001,-6.76299011708124,25.7320337623361,25.7928490495608,25.8487567847236,25.8989888647263,25.9506819203349,25.9918954550968,26.0299395382132,26.0655093537558,26.1086980490854,26.1516637394452,26.1633597116917
38.9800000000013,-26.2720715558368,-25.2369717698148,-24.2901892510438,-23.4192766585289,-22.6259579678876,-21.8819038835514,-21.192926026358,-20.5736526544694,-20.0479888121487,-19.5905522944371,-19.2809242216931,0.443010304975983,-0.644793415422659,-1.63996651023508,-2.55424948072815,-3.39342519780625,-4.17314559637522,-4.89549950554252,-5.5461673642921,-6.11297660212054,-6.60904240087257,-6.9285756818395,25.8290612508608,25.8817651852375,25.9301557612789,25.9735261392571,26.0193831656939,26.0550494799267,26.0884255319006,26.1198200187615,26.1609654142693,26.1995946953096,26.2094999035326
38.9900000000013,-26.1817169386089,-25.1428039736547,-24.1920902524822,-23.3176489676823,-22.5211577704605,-21.7737429202848,-21.0815959477077,-20.4605338196573,-19.9316846363942,-19.4716709117418,-19.1607332102474,0.257221447606302,-0.826177489080695,-1.81788081907814,-2.72883076143757,-3.5652731480956,-4.34251493718307,-5.06309189314741,-5.71343010477968,-6.27924327974569,-6.77367709125015,-7.09281390519694,25.9244954910026,25.9689814627354,26.0099710715603,26.0464797291198,26.0864309185561,26.1162578574678,26.1446878408551,26.173963924437,26.2109279161399,26.245348002992,26.2535471154443
39.0000000000013,-26.0896550544906,-25.0468098036035,-24.0921804015479,-23.2142919980421,-22.4145060246729,-21.6637335205018,-20.9689216658259,-20.3454011661566,-19.8138601088604,-19.351429313564,-19.0389518767556,0.0716070290671735,-1.00739848651558,-1.99558580922122,-2.9032377918847,-3.73706270715536,-4.51181374226954,-5.23120153770873,-5.88019973085963,-6.44519443372149,-6.93717389686056,-7.25636330172554,26.0180480254234,26.0542082901191,26.0877662107691,26.1175297899268,26.1515687318282,26.1755472627713,26.2001232035346,26.2256008970162,26.2590545425818,26.2886032104245,26.2953151784811
39.0100000000013,-25.9942592809516,-24.9475244908669,-23.9890121667712,-23.1077052328689,-22.3045804631244,-21.5499182334413,-20.8537238445224,-20.2273055083873,-19.6929758456724,-19.2282349159796,-18.9143671121923,-0.115105817338356,-1.18982979280809,-2.1743593274783,-3.07879459182524,-3.91005115664217,-4.68283951678124,-5.4007812117697,-6.0479482942489,-6.61171238183563,-7.10168490228178,-7.42044396692642,26.10936509829,26.137354283675,26.1633714942495,26.1864998246942,26.2146316197665,26.2327577502225,26.2545050562921,26.2752538026362,26.304688227508,26.3299198182614,26.3348110791187
39.0200000000013,-25.8944344841782,-24.843815884613,-23.8815956037396,-22.9967556475865,-22.1903553461244,-21.4314231837369,-20.7340667994206,-20.1050460942556,-19.568488031161,-19.10163667222,-18.7871639358695,-0.304006628072448,-1.37440041364662,-2.35518365754159,-3.25654808203204,-4.08507762796189,-4.85725576037127,-5.57186010971469,-6.21724988581795,-6.77898725608457,-7.26741431488899,-7.58422681688313,26.1984411122507,26.2182162982596,26.2367792612812,26.2533037296185,26.2754329740862,26.2886789441081,26.3059269091353,26.3222959800736,26.3474752872456,26.369050987109,26.3713907527526
39.0300000000013,-25.7898138856109,-24.7353477435666,-23.7695712109498,-22.8808853281121,-22.0716178109623,-21.3071477532175,-20.6098263132057,-19.9783323973002,-19.4404984684783,-18.9728178512486,-18.6562165152167,-0.495676847665284,-1.56159973650362,-2.53850430774635,-3.43699634411782,-4.26230743784005,-5.03497073366844,-5.74502810200033,-6.38851643640429,-6.94692683064949,-7.43230099594158,-7.7497040770711,26.2854907332762,26.2969474800702,26.3080755186962,26.3178816722299,26.3339252488023,26.3421184868859,26.354854415206,26.3668488337045,26.3874252991278,26.4051188471902,26.4059205922878
39.0400000000013,-25.6916266507041,-24.6330586695818,-23.6622863024568,-22.7703624889723,-21.9585166263999,-21.1907229222142,-20.4918175693238,-19.8584137123999,-19.3176223844556,-18.8472470599691,-18.530058469686,-0.684692744275447,-1.74644442093475,-2.72018546382488,-3.61526354467194,-4.43834783305157,-5.2082048608457,-5.91511770021889,-6.55598703440315,-7.1139468988703,-7.59801664185776,-7.91462115177873,26.3763193949796,26.3795030905166,26.3824717662817,26.3856260336442,26.3968644594514,26.3989277830599,26.4069352695427,26.414400746803,26.4315692833259,26.4452637018268,26.4446796214647
39.0500000000013,-25.5975649104202,-24.5347595331527,-23.5586071143624,-22.6642896061654,-21.8489285288984,-21.0841114334093,-20.3777457762369,-19.7419840358934,-19.1989767152164,-18.7238907151512,-18.4094284951254,-0.870794604978657,-1.92857467843512,-2.89934187479453,-3.79130861469948,-4.61151003619071,-5.37312203227985,-6.0831583201585,-6.72227538055441,-7.27831919963767,-7.76316054127178,-8.07879232703208,26.4683595153989,26.4633342115878,26.457948989157,26.4555982208648,26.4604385650891,26.4572334656892,26.4609040963954,26.4642594164478,26.4772959148541,26.487051256423,26.4882208221574
39.0600000000013,-25.4972165003346,-24.4302661006242,-23.4490648251956,-22.5529788206592,-21.7351685640668,-20.9691704857108,-20.2576706382706,-19.6195963971739,-19.074554039732,-18.5976178955065,-18.2828562095093,-1.05886191513536,-2.11257048204544,-3.08015661066828,-3.96709124524948,-4.78322835899415,-5.54246735622607,-6.25274617570883,-6.88981315673931,-7.44392108282885,-7.93184423179247,-8.24371087028609,26.55607841547,26.5428365826697,26.5292214358639,26.5200700659087,26.518396923061,26.5116378419369,26.5104168139794,26.5094095539132,26.5184751225609,26.529462127299,26.5265670797954
39.0700000000013,-25.3911588498191,-24.3209636667712,-23.3370481545529,-22.436910503458,-21.6160564070983,-20.8486658855418,-20.1331025206294,-19.4927070718433,-18.9457177072766,-18.4665431973925,-18.152249105881,-1.24794294958523,-2.29823093228899,-3.2612444087315,-4.14501766801262,-4.958286561456,-5.71476467087403,-6.42384632055034,-7.05860937040523,-7.61071463124187,-8.09976674833402,-8.40922833171046,26.6391017994044,26.6191945990602,26.5982925632844,26.5819281714706,26.5743429685543,26.5634305564158,26.5569488411798,26.5513164422485,26.5564323385185,26.5663099457265,26.5614774375914
39.0800000000013,-25.2825859256988,-24.2096643208006,-23.2237369949064,-22.3203079296276,-21.4964936950203,-20.7253473313966,-20.0080566426365,-19.3652123475115,-18.8167649351317,-18.3350242518085,-18.0197520945717,-1.43820673051574,-2.4818735876411,-3.44245957093958,-4.32296810142957,-5.13342063239089,-5.88845202620142,-6.59477297995919,-7.22717067151725,-7.77837330424775,-8.26693483735341,-8.57544297251009,26.7207926562145,26.6915379084417,26.666196565846,26.6432760310571,26.6299143274112,26.613799357598,26.6028296225957,26.5923830190287,26.5951382393795,26.6019590891619,26.5951950670818
39.0900000000013,-25.1749335282695,-24.0984128065331,-23.1084447512248,-22.2023730402004,-21.3755407839845,-20.6016875460009,-19.8818480167129,-19.2367967813258,-18.6863846999435,-18.202777888758,-17.8867298363821,-1.62590704260968,-2.66697201871198,-3.62330674621858,-4.50120153760965,-5.30871702408268,-6.0614634062724,-6.76559964417758,-7.39563805121425,-7.94587235653007,-8.43338257833529,-8.74095877261126,26.8008405708792,26.7653848252451,26.7317514974434,26.70357457781,26.6842578080672,26.6631509522733,26.6474476608905,26.6324348325401,26.6322570564736,26.6361604670933,26.6276886089933
39.1000000000013,-25.0656385457357,-23.9859737551508,-22.992686819119,-22.0837741209245,-21.2541124381679,-20.4768472083462,-19.755625757383,-19.1087592532569,-18.5560956813973,-18.0713048824625,-17.7540577002627,-1.81373345198705,-2.8506054417321,-3.80296929728479,-4.67775541844114,-5.48233878790819,-6.23287190962497,-6.93456492355408,-7.56306578125263,-8.11175505984822,-8.59752478628545,-8.90482140383172,26.8793719977227,26.8365791968829,26.7956561164038,26.7615295393656,26.7364512260761,26.7097191179712,26.6901906809371,26.6718250345095,26.6678507412455,26.6688296687479,26.6588791040945
39.1100000000013,-24.9589730250343,-23.8752985564815,-22.8787235190958,-21.9661530156626,-21.1344779893738,-20.3543190363494,-19.6312350933828,-18.9826242881075,-18.4277010099225,-17.9417643862322,-17.6229683146163,-2.00079984558624,-3.03260908580724,-3.9809144108904,-4.85196689399933,-5.65394227937119,-6.4013654743064,-7.10142307139915,-7.7285443027088,-8.27569470892625,-8.75927313539625,-9.06653294788512,26.9597728706206,26.9079076422888,26.8596379299862,26.818119909662,26.788420268745,26.7556845106558,26.732658164782,26.7111685908163,26.7033957188487,26.7010375216285,26.6895012625015
39.1200000000013,-24.853440157191,-23.766221049869,-22.7659899514262,-21.8501667033745,-21.0149457872649,-20.2334551055958,-19.5082557910235,-18.8574663540618,-18.3003838172253,-17.813554061818,-17.4930227745763,-2.18607931079876,-3.21325006646958,-4.15749779012747,-5.02515608106667,-5.8232358386153,-6.56780094300342,-7.26716340000228,-7.89261053214768,-8.4379779712914,-8.91942705886903,-9.22630449608178,27.0395194679897,26.9794711163386,26.9234877415536,26.8753227844411,26.8381816258802,26.8012560485992,26.7754191910258,26.7500768862095,26.7383617885167,26.732981120687,26.7193272706581
39.1300000000013,-24.7478931207002,-23.6570595476135,-22.6531697441019,-21.7341326063626,-20.8956904123225,-20.1118464902078,-19.3853922001292,-18.7326245088216,-18.1733529167879,-17.6849710444067,-17.3629783708755,-2.37024796883579,-3.39281430882659,-4.33308181369977,-5.19727721202634,-5.99186974211925,-6.73266761394581,-7.43231054575315,-8.05457332903781,-8.59893071852408,-9.07850758003852,-9.38461995437731,27.118141089536,27.0498738564401,26.9862515578017,26.931409818389,26.8875601544418,26.8445141041536,26.8177027458823,26.7871978378595,26.772283635312,26.7634786244452,26.7475983252529
39.1400000000013,-24.641085125907,-23.5463211826751,-22.5388096391937,-21.6166195769776,-20.7750116075851,-19.9890703393024,-19.2600072112858,-18.6065108534202,-18.0450250834439,-17.5547986075722,-17.2316641306659,-2.55424367861756,-3.57203943233633,-4.5083396430482,-5.36898763423073,-6.16017785542034,-6.89789573813634,-7.59602712190375,-8.21637823211435,-8.75892215680866,-9.23709427259534,-9.54214091940364,27.1953288045246,27.1183606150114,27.0471492822419,26.9856072112083,26.9351894630054,26.8869660774388,26.8560343331895,26.8228890855346,26.8039472402526,26.7918928801675,26.7738050500696
39.1500000000013,-24.5294237871025,-23.4308352871824,-22.4199756665595,-21.4946632227855,-20.6505800210445,-19.8616376433536,-19.1316886041243,-18.4754682872952,-17.9129897255017,-17.4211425158922,-17.0970597002793,-2.74042528163442,-3.75363041602828,-4.68580093671212,-5.54288047317862,-6.33122671996302,-7.06583960843971,-7.76190007495164,-8.37985879304351,-8.92119668268025,-9.39780271675783,-9.70177527121894,27.2698490687369,27.1844657032107,27.1057766032716,27.0375436959641,26.9818067410075,26.9274772517933,26.8935886790759,26.8553270803387,26.8341864081819,26.81894523265,26.7988349714983
39.1600000000013,-24.4136832969937,-23.3113101117637,-22.2973604934867,-21.36894797001,-20.5224284800325,-19.7317509024921,-18.999969489273,-18.3417086366642,-17.7771425055999,-17.284644104456,-16.9597226472866,-2.92881066467173,-3.93739001475078,-4.86527354516866,-5.71874672691507,-6.50418808198285,-7.23842008795127,-7.93090374695208,-8.54603109011451,-9.08502561254648,-9.5603679634609,-9.86351119232669,27.3424939616655,27.2487001265145,27.1626340386554,27.0876946969251,27.0266165620153,26.9701709904434,26.9308732362251,26.8877397267787,26.8621681181464,26.8450120679169,26.8232338396133
39.1700000000013,-24.2972293526093,-23.1911569076539,-22.174140792084,-21.2426827239008,-20.3937380444544,-19.6006891740683,-18.8676888230364,-18.2074219843625,-17.6411762176037,-17.1470974340661,-16.8214438982214,-3.1170997852971,-4.12100498292471,-5.04463760471359,-5.89445071968944,-6.67689341314466,-7.41014686812172,-8.09937279732091,-8.7117051680322,-9.24864197928323,-9.72210345320245,-10.024397302413,27.4143291379064,27.3121618905786,27.2187783967976,27.1371334435902,27.070631457599,27.01083604219,26.9670616203573,26.9191271523947,26.889818196887,26.8692008872685,26.8458412006344
39.1800000000013,-24.1813849610375,-23.0716875479949,-22.0515413668531,-21.1170652370079,-20.2655959769628,-19.4701864026423,-18.7358822402588,-18.0736635716886,-17.5057129121963,-17.0102521285666,-16.6837364799018,-3.3045598943634,-4.3037708893027,-5.223250632663,-6.06942427205771,-6.84868603335318,-7.58067858384286,-8.26656232456985,-8.87627049704134,-9.41111842599581,-9.88276602028007,-10.1841307215045,27.4859448554009,27.3754584372976,27.2747919995161,27.1864895090656,27.114282010316,27.0508649864852,27.0024445648287,26.94993406873,26.9168313381921,26.8930181488467,26.8678672014062
39.1900000000013,-24.0666152851897,-22.9533549607783,-21.9299714566607,-20.9926235539787,-20.139930933704,-19.3413337242349,-18.6048831084463,-17.9407785733461,-17.3711083167418,-16.8743934221745,-16.5468444923222,-3.49035454753621,-4.48488855856722,-5.40034652470282,-6.24311251429761,-7.02111912385032,-7.74863051317173,-8.43158418609882,-9.03887232592229,-9.5717316812159,-10.0412507473425,-10.3416544477421,27.5569698327259,27.4382435193455,27.3303179813635,27.2357360682763,27.1610500575543,27.0899642374066,27.0364672945451,26.9796508992684,26.9428399979577,26.915644169517,26.8884989400643
39.2000000000013,-23.9518403379489,-22.8350760182452,-21.8084352059457,-20.8682261405001,-20.0135249520129,-19.2134228227836,-18.4739158081782,-17.8079510677677,-17.2365197521639,-16.7388912607943,-16.4100637461857,-3.67391068748019,-4.66376280022795,-5.57526660050574,-6.41467535991469,-7.19009541891217,-7.91366342772385,-8.59373514565208,-9.19859538248139,-9.72952926739954,-10.1967025949947,-10.4961425729263,27.6257510254291,27.4988388184731,27.3837018064514,27.2829015004148,27.2036203709251,27.1270862505074,27.0676509538303,27.0065464502491,26.9660490195634,26.9355938557891,26.906206319112
39.2100000000013,-23.8346281533072,-22.7145559202459,-21.6851292287657,-20.7417895273942,-19.8857242841547,-19.082956246054,-18.3412885797737,-17.6734393497259,-17.1002558140581,-16.6019033250906,-16.2719409709098,-3.85571785044168,-4.84069918413046,-5.74833253572705,-6.58392414455842,-7.35627963368192,-8.0771320809728,-8.7533661056478,-9.35536119148633,-9.88437957372462,-10.3494532919468,-10.6478638872552,27.6903460037488,27.5552551043764,27.4334617644927,27.3257136719527,27.2420039178366,27.1600883270268,27.0946546854215,27.0288005412122,26.9846353877827,26.9513566170374,26.919804858165
39.2200000000013,-23.7169033077466,-22.5931562469229,-21.5605018624777,-20.6142742311918,-19.7568356436113,-18.9517808612736,-18.2076506260795,-17.5380109607365,-16.9632182515457,-16.4642813446618,-16.1331665013561,-4.03641764469805,-5.0170633032216,-5.92046285712755,-6.75222543862575,-7.52145542469934,-8.23942755213455,-8.9116071167519,-9.51071063538233,-10.0377053313151,-10.5010776597989,-10.7978791359619,27.7533209524447,27.6102195501445,27.4809647196052,27.3664996698176,27.2782910683107,27.1912084134082,27.1192577428314,27.0487215961189,27.0009235828608,26.9653590044607,26.931045637318
39.2300000000013,-23.5975026787947,-22.4705503420187,-21.4336516563442,-20.4860801026332,-19.6258137730591,-18.8180062271094,-18.0720908384936,-17.4008263502976,-16.8249312847582,-16.3251184630333,-15.9932739212405,-4.21750652273248,-5.19317131539159,-6.09292779390051,-6.9205250086975,-7.68677624948677,-8.40219682895154,-9.06985076862172,-9.66600883237828,-10.1909009796516,-10.65259539399,-10.9477966256753,27.8150092015272,27.6637216574103,27.5265794502447,27.4066051113307,27.3125900225459,27.220203056061,27.1419416071153,27.0668351826758,27.0158322644099,26.9777138570233,26.9410705469157
39.2400000000013,-23.4745797515836,-22.3443110040542,-21.3042698428783,-20.3542746765616,-19.4916928387115,-18.6805426613609,-17.9337933731481,-17.2613131244943,-16.6843673499212,-16.1839231564826,-15.851592214596,-4.40004573289729,-5.37081736690988,-6.2654057099193,-7.0903932355608,-7.85320752190254,-8.56652485721701,-9.22927198101971,-9.82253909929579,-10.3450893057808,-10.8045255213252,-11.0980527183563,27.8746254844808,27.7151283709641,27.5696755527976,27.4446679121224,27.3449003606141,27.2470675185779,27.1630653541679,27.0838522237901,27.029456655702,26.9884486778078,26.9496449329523
39.2500000000013,-23.3476468178856,-22.2146492825252,-21.1709858890159,-20.2185725226588,-19.3537988163085,-18.538688859934,-17.7921037067616,-17.1185330896882,-16.5408126953225,-16.0406710942652,-15.7080622926388,-4.58442066361762,-5.54935699169906,-6.44008969571512,-7.26227361483508,-8.02120629296656,-8.73302684531254,-9.39050057822919,-9.98069558032172,-10.5007931499929,-10.9568977470533,-11.2489633548524,27.9320674815032,27.7640062742243,27.611075584731,27.4808461374939,27.3750051092751,27.2717157052466,27.1826042849908,27.0992286700099,27.0416058453155,26.9975688413185,26.9570256474912
39.2600000000013,-23.2256481110663,-22.0895277772054,-21.042794085961,-20.0880345120266,-19.2206712774519,-18.4047450955071,-17.6553916564789,-16.9808443320552,-16.4020851555479,-15.9000904345248,-15.5689332091267,-4.7681849714784,-5.72800280431639,-6.61463524644621,-7.43474736485722,-8.19027273529128,-8.89767553846822,-9.55318353439731,-10.1405247845667,-10.6576155220612,-11.1114250591557,-11.4015536973985,27.9938330825447,27.8175305815218,27.6574293324073,27.5227818768839,27.4109440127432,27.3024206339754,27.2085751908762,27.1213691166219,27.0597006776092,27.0115154936805,26.9704869065252
39.2700000000014,-23.1049768549796,-21.9655769510343,-20.9155029461718,-19.960144159911,-19.089828612155,-18.2747062008073,-17.5203418971085,-16.8448365238699,-16.2648811656026,-15.7598457532742,-15.4306248353091,-4.95052158271494,-5.90549398696312,-6.78827841023956,-7.60618941442738,-8.35861946542214,-9.06008614366718,-9.71575036441267,-10.3002761338697,-10.8140138704789,-11.2663052073358,-11.5544736799257,28.0554984376945,27.8710709379974,27.7037813564114,27.5663335743384,27.4484480775771,27.3347923444745,27.2360922615212,27.1451126577396,27.0788950360816,27.02615096061,26.9850985152348
39.2800000000014,-22.9792168850053,-21.8362936226074,-20.7858212831604,-19.8267651496441,-18.9538644274967,-18.138586842683,-17.3816257200571,-16.7048192199761,-16.1244830560789,-15.6166447121759,-15.2884702696755,-5.13235916990993,-6.08336249499044,-6.96577813870302,-7.77823621566618,-8.52714291143278,-9.22367395369943,-9.87822096298849,-10.4594052242446,-10.9710314150815,-11.420018367253,-11.7068834390043,28.1115760549153,27.9196561175979,27.7515994218634,27.6050013653103,27.4810073389295,27.3622607963825,27.2598466830456,27.1642244442207,27.0955144711604,27.0366630794289,26.9953537086798
39.2900000000014,-22.8493258208515,-21.7032583786028,-20.6515970244219,-19.6902613785678,-18.8146419793341,-17.9980961706851,-17.2391872698078,-16.5618790842618,-15.9804890115896,-15.4708632912659,-15.1433411320511,-5.31539411370536,-6.26179075051994,-7.14207646351957,-7.95088619010602,-8.69596660366302,-9.38834116214148,-10.0406995758855,-10.6192639728736,-11.1274230429608,-11.5733821172086,-11.8589273713594,28.1647199345569,27.9650491291228,27.7936734879415,27.6411475686738,27.5106085829971,27.3864373328266,27.2798868456933,27.1811430571354,27.1079120545504,27.0442454084746,27.0022685034105
39.3000000000014,-22.7179743516759,-21.5705497489925,-20.5159916420859,-19.5520201294326,-18.6740168685643,-17.8556166344165,-17.0953028015199,-16.4172939780535,-15.835027564134,-15.3239536023121,-14.9971600014715,-5.4988039265772,-6.44343938830645,-7.31867297555705,-8.12341569926349,-8.86489182269945,-9.55344686949349,-10.2027683745998,-10.7783296231052,-11.2834366375909,-11.7265010531416,-12.0111391812017,28.2167782782531,28.013989137299,27.8346646176429,27.6754358286961,27.5389086912638,27.40906350391,27.2980711761197,27.1956236011587,27.1184642017249,27.0504546554537,27.0082991826732
39.3100000000014,-22.586459199395,-21.4378051835345,-20.3800551700875,-19.4136037593594,-18.5333608289675,-17.7131432238599,-16.9521235156183,-16.2727236751137,-15.6896513254293,-15.1780138362079,-14.8509500079467,-5.68218532014051,-6.62378325752686,-7.49475375296901,-8.29541281123693,-9.03325751703366,-9.71799586014283,-10.3648432164688,-10.936494531187,-11.4386838474137,-11.8798323428335,-12.1623636889517,28.2686445195355,28.0615884410614,27.8748089230565,27.7090165705963,27.5666183460012,27.4311390840028,27.316966732087,27.2092182063007,27.1283351728431,27.0578461790414,27.0133136968983
39.3200000000014,-22.4524267710032,-21.3026243776017,-20.2420416664766,-19.273339405161,-18.3911873244934,-17.5680868867495,-16.8074455927553,-16.1268981503053,-15.5429389484344,-15.0328221373691,-14.7038506835379,-5.86476406729781,-6.80294222793148,-7.66943974613542,-8.46594704236931,-9.20025679076956,-9.88190912445165,-10.5248192822534,-11.092531161235,-11.5920227746424,-12.0333242638877,-12.3116233211645,28.317190838301,28.1055666055332,27.9114814126121,27.7392864475303,27.591444115263,27.4499960112011,27.3322648750087,27.2194293115403,27.1349617230769,27.0661464012567,27.0154740047024
39.3300000000014,-22.321937008459,-21.1687107021922,-20.1050462365081,-19.1340676747735,-18.2501283830289,-17.4255141306009,-16.6638742879056,-15.9823013139125,-15.397642973433,-14.8880500725868,-14.5579265240662,-6.04877234007533,-6.98084143257062,-7.84301296632729,-8.63539925121118,-9.36561599405392,-10.0433432730744,-10.683008424117,-11.2473696541784,-11.7445362552328,-12.1832404121013,-12.4592657135587,28.3707093485343,28.1495521347628,27.9480592028354,27.7694669259847,27.6157443770828,27.4688574036753,27.3468827120226,27.2296709680909,27.1421792286658,27.0712904846881,27.017192237625
39.3400000000014,-22.1918160431467,-21.0358490826635,-19.9690809385248,-18.9957952326685,-18.1099865511753,-17.2845734704212,-16.5211994846519,-15.8386931938673,-15.2533424941854,-14.7443961054511,-14.4130713819042,-6.23039542241842,-7.15746644053056,-8.01548251694132,-8.80362462469181,-9.52933818027444,-10.2028633677803,-10.8394986946056,-11.4007770978952,-11.8954107347624,-12.3312038352704,-12.605025655947,28.4222114655651,28.193315523194,27.9845634554661,27.7994198573603,27.6393247314498,27.4874368382016,27.3606981792574,27.2394702917625,27.1487532289478,27.0755999407215,27.0180970378512
39.3500000000014,-22.0614746385337,-20.9029184439342,-19.8328854992993,-18.8575075068861,-17.9698368105255,-17.1439311843124,-16.3785109699535,-15.6951656478027,-15.109216144657,-14.6007243517908,-14.2697868099952,-6.41097559513541,-7.33315493468649,-8.18685251586992,-8.97062128091492,-9.69178919876335,-10.3609741055855,-10.9946010042576,-11.5527445943879,-12.0446463799341,-12.477672955065,-12.749047182886,28.4724502336691,28.2360733786207,28.0197380151692,27.828128787801,27.6616260092889,27.5049052898978,27.3731119742111,27.2479102421905,27.153862524591,27.0783973068558,27.0188339928812
39.3600000000014,-21.9296492889231,-20.7683420941815,-19.6952050664318,-18.7179552572996,-17.8285335973306,-17.0020955845062,-16.2350098593954,-15.5509349690799,-14.9642287617842,-14.4560009640215,-14.125146765442,-6.59126880011711,-7.50830347183363,-8.35762964097701,-9.13684492732753,-9.85355699035866,-10.5184078858938,-11.1488082710338,-11.7041122993176,-12.1927137367367,-12.6232226253571,-12.8919406622901,28.5209180890402,28.2766455660151,28.0528347074088,27.8548001846271,27.6820905876892,27.5205034704,27.3838181304292,27.2550472683975,27.1569424985209,27.0792235893786,27.0170874277321
39.3700000000014,-21.7931642524911,-20.6294481516126,-19.5536480894875,-18.5744053063837,-17.6833913912643,-16.8559912686497,-16.0880399823064,-15.4036396264402,-14.8161432142934,-14.3081404128832,-13.9773605607778,-6.77378003199624,-7.68555410948587,-8.5303415412931,-9.3051757279455,-10.0177593913168,-10.6784548207368,-11.3056348724667,-11.857391633222,-12.342828888975,-12.7712072897196,-13.0370240328623,28.5669442844874,28.3150022610985,28.0839896307806,27.8795810343292,27.7011507825812,27.5344460893865,27.3936748547731,27.2610312596622,27.1589721032684,27.0793477026028,27.0143845936401
39.3800000000014,-21.6531868903679,-20.4873130761019,-19.4091987447105,-18.4279502043088,-17.5355783414686,-16.70688080672,-15.9386831186546,-15.2538170459684,-14.6660785304428,-14.1581321774209,-13.8273465805599,-6.95783523008548,-7.86420888601772,-8.7042980951164,-9.47477807683347,-10.1833537760737,-10.8400269434247,-11.4638307071154,-12.0118579136172,-12.4943758657212,-12.9203218005545,-13.1832255018532,28.6110221204533,28.3515219621196,28.1134968398269,27.9027282811423,27.7189321175422,27.5469077501447,27.40251382577,27.2656749595856,27.160454396164,27.0784539779754,27.0105720824131
39.3900000000014,-21.5123911521269,-20.3444267933847,-19.2640522788804,-18.2811093567111,-17.3874616736095,-16.5575361122325,-15.7895916391307,-15.1038022709389,-14.5157488244396,-14.0079051955075,-13.677179816237,-7.14166613343504,-8.04255255237627,-8.87787627598869,-9.64384007420823,-10.3483130606708,-11.0008581780398,-11.6218001700701,-12.1653767812426,-12.6448934241189,-13.0684195964673,-13.3284014519924,28.654057285562,28.3869793457609,28.141928554869,27.9249494309193,27.7357747342803,27.5583942902723,27.4113918092008,27.2691790521815,27.1606422485585,27.0763247919748,27.0055812682294
39.4000000000014,-21.3726997449064,-20.2018961805073,-19.1192527299223,-18.1347223124953,-17.2398310684854,-16.4100579134324,-15.6408619147762,-14.9547366743992,-14.3660052144676,-13.8582720161077,-13.527601599771,-7.32442920672092,-8.22014957395982,-9.05077402894003,-9.81200554743712,-10.5122852465548,-11.1609542737222,-11.7782057996949,-12.3182100051644,-12.7943402002685,-13.215279207496,-13.4723826366756,28.6971289516273,28.4220457544671,28.1700267588623,27.9467278599324,27.7521163150402,27.5710121871546,27.4190677144711,27.2729466795636,27.1603454147362,27.0735512236038,26.9999842364466
