"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
9.91999999999976,-7.85201532334708,-7.19121423681759,-6.58422292984446,-6.02909068138632,-5.52279685867006,-5.04689178058167,-4.60616462170695,-4.20817224147861,-3.85935708423982,-3.56648322571953,-3.36251076373221,-9.38054100220793,-9.7026117139585,-10.0064793359493,-10.2881221108898,-10.5563820850383,-10.8013824154328,-11.0241570841975,-11.2282474405441,-11.4177547558458,-11.5736696449484,-11.6797164831749,17.232556325555,16.8938259507761,16.5907022657938,16.3172127922761,16.0791789437083,15.8482741960144,15.6303217059045,15.4364196820227,15.2771118400856,15.1401528706679,15.0422272469071
9.92999999999976,-7.66566835777701,-7.00455381471128,-6.39729797356413,-5.84113822414243,-5.33467307204212,-4.85794609447627,-4.41725475867623,-4.01797134028774,-3.66871921654182,-3.37654809807501,-3.17160843003869,-9.54796150326711,-9.86200746977187,-10.1588201386241,-10.434703497773,-10.697618184632,-10.9380014387638,-11.1556023358602,-11.3568354344708,-11.5431400657196,-11.6950916440591,-11.8007181205798,17.2136298610441,16.8665612844832,16.5561181121882,16.2758417219155,16.0322912566741,15.79594753324,15.5728570945364,15.3748067747586,15.2118592822614,15.0716397421341,14.9723265506185
9.93999999999976,-7.48059065307417,-6.81881696930378,-6.21103278735545,-5.6537849281188,-5.14718663937732,-4.67027848163182,-4.22898059516556,-3.82848403418999,-3.47886791327681,-3.18741693757403,-2.98169070476153,-9.71434964619518,-10.0209879644159,-10.3109432025941,-10.5810320280325,-10.8381869442569,-11.0729214518159,-11.2866196730418,-11.4852055194756,-11.6682547060625,-11.8161988378396,-11.9212200272076,17.1949402992693,16.8398049337197,16.5219759899495,16.2348169561513,15.9853735836342,15.7431999334477,15.5156002682073,15.3136895536656,15.1471226193393,15.0036157754136,14.9029107319691
9.94999999999976,-7.2978447117537,-6.63509603950289,-6.02651519465038,-5.46901864516927,-4.96212386162459,-4.48547194883623,-4.04242245590451,-3.64097738261179,-3.29108620945231,-3.00000719717137,-2.7938486568695,-9.87967961610658,-10.1794757919595,-10.4627410022811,-10.7266117440557,-10.9775808281121,-11.2062376566883,-11.4170579016109,-11.6131204896597,-11.7928294416848,-11.9368400640022,-12.040940291885,17.1775243278603,16.8145718314624,16.4892561969315,16.195630389225,15.9397046897367,15.6917096055245,15.4594803575154,15.2540978722715,15.0839156511371,14.9368472611736,14.8347889487545
9.95999999999976,-7.11661481008969,-6.45285333069438,-5.8433532608848,-5.28533661748325,-4.77808611202979,-4.30195411295505,-3.85781791933991,-3.45561564268031,-3.10486119022352,-2.81366652280847,-2.60735945170599,-10.0435727312731,-10.3365662424746,-10.613204944398,-10.87094120367,-11.1157078673921,-11.3382831028364,-11.5459863794919,-11.7394079341924,-11.9159579685679,-12.0562670324331,-12.1591960605562,17.1601875413628,16.789419573169,16.4565582052828,16.1562778211533,15.8937939794218,15.6402372157914,15.4038042988318,15.1950235768727,15.0208191587914,14.8699335552415,14.7665555122622
9.96999999999976,-6.93573184541745,-6.2710476937231,-5.6606067681638,-5.10219102097233,-4.59450276860331,-4.11852234561695,-3.67344728877267,-3.27057268371642,-2.91991898889906,-2.62833340915244,-2.42194845722595,-10.2059285854534,-10.4919126398533,-10.7619375713392,-11.0135175899423,-11.2522993483979,-11.4692127248135,-11.6734804228669,-11.8640261339543,-12.0370177451881,-12.1738748510885,-12.2755209889778,17.1416604308709,16.7629603335764,16.422544339503,16.1157086109146,15.8468021170012,15.5877350704304,15.3469277116395,15.1345988176707,14.9569367340871,14.802208260241,14.6974694462037
9.97999999999976,-6.75342185606499,-6.08799960599663,-5.47671191766932,-4.91785071024124,-4.40972363242178,-3.93335299725577,-3.48776800078474,-3.08411661174524,-2.73318376823575,-2.43999458163961,-2.23393362436726,-10.3673227746732,-10.6459323610781,-10.9092940251401,-11.1547369226321,-11.3878408487028,-11.5995561610849,-11.7999226623725,-11.9875186192901,-12.1571964347351,-12.2930300895504,-12.3925141810267,17.1207446307381,16.7339319670747,16.3860059428094,16.0725876328733,15.7975644811246,15.5329091583407,15.2876906631573,15.0716352310354,14.8903802029709,14.73302467119,14.6264478053939
9.98999999999976,-6.56719726730156,-5.90137713910186,-5.28950635583064,-4.72997772240463,-4.22132693588147,-3.74387522094363,-3.29849518013513,-2.89352795441474,-2.54207250779817,-2.24821158092982,-2.04183163156261,-10.5291037810913,-10.7997200348692,-11.0562313357711,-11.2954558898,-11.5235935595766,-11.7300968048014,-11.9262663780788,-12.1113470190777,-12.2781467544039,-12.4126886607355,-12.5107315743555,17.0963010483929,16.7010971739711,16.3457376916017,16.0254336122046,15.7449204954581,15.473972025745,15.2247615582139,15.0048749734925,14.8202192622021,14.6609002416653,14.5525632059181
9.99999999999976,-6.38134584730742,-5.71502718247519,-5.10242011938,-4.54229226072158,-4.03320330637165,-3.55425936642963,-3.10941617571818,-2.70318622938205,-2.35128343721428,-2.05658609689778,-1.85007505533833,-10.6898220348262,-10.9526149060462,-11.2023937507949,-11.4354142872692,-11.6584810630328,-11.8596771926146,-12.0518841812177,-12.234356791662,-12.398192319532,-12.5314458481231,-12.6280353883221,17.0711678821336,16.6676420885214,16.3048138701749,15.9777065479908,15.6916843694044,15.4139365590442,15.1613003569359,14.9375430210441,14.7494757567463,14.5880319450209,14.4781104436605
10.0099999999998,-6.19669510757935,-5.52971712240621,-4.91617902165563,-4.35457899045508,-3.84597393058065,-3.36544743281838,-2.92117906283977,-2.51383213077483,-2.1607463835287,-1.86599422836474,-1.65948570171821,-10.8495628619737,-11.1048038509237,-11.3480146079359,-11.5766394128636,-11.7926787153875,-11.9885110894051,-12.1770084838065,-12.3568191627469,-12.5190701156189,-12.6494852598778,-12.7443101568737,17.046257969553,16.6345209733299,16.2641936295915,15.9312184033187,15.6386526459681,15.3539585222235,15.0981875466462,14.8706512935218,14.6798164991476,14.5154794882426,14.4037958585919
10.0199999999998,-6.01371770079693,-5.34582892240492,-4.73114917489838,-4.16834652481852,-3.65995321950953,-3.17836947404018,-2.73404696078199,-2.32581360616286,-1.97196676251185,-1.67685184797876,-1.47050550162286,-11.0081034807237,-11.256220307473,-11.4930496117801,-11.7169003730793,-11.92594561577,-12.116606137732,-12.301476336863,-12.4785848831385,-12.6385214968635,-12.7662838993323,-12.8591130339179,17.0218211815206,16.6020492298779,16.2241987866785,15.8852468978978,15.5858988352795,15.2949756117721,15.035523297645,14.8043984893014,14.6104882593753,14.4431357473111,14.3296185355407
10.0299999999998,-5.83211192379506,-5.16304359155382,-4.54708644659071,-3.98324940557222,-3.47490222134436,-2.99338975494181,-2.54775119084122,-2.13828429052621,-1.78453248154909,-1.48905753756994,-1.28288310330089,-11.1648685781192,-11.4063150508406,-11.6369032496022,-11.8556386583133,-12.0576392338749,-12.2435802028221,-12.4245339158132,-12.5998705462057,-12.7559320665273,-12.8811964480801,-12.9716413479341,16.9969805019143,16.5693586423944,16.1839896961929,15.8388880638856,15.5325414552193,15.2369699577639,14.9722851066544,14.7381548367319,14.5404645480764,14.37025398565,14.2545244512349
10.0399999999998,-5.64910984244956,-4.97883429193937,-4.3617628089166,-3.79707175037089,-3.28866970946503,-2.80718071969776,-2.36027294411273,-1.95001042213913,-1.59604885508431,-1.30029898229786,-1.0941644477208,-11.3202137245238,-11.5550936532929,-11.7793638132626,-11.9925946877076,-12.1879267406455,-12.370103297034,-12.5460181388038,-12.7185285041792,-12.8712057627748,-12.9941008187153,-13.0821428519389,16.9693235669734,16.5339279452322,16.1411266221792,15.7896664380785,15.4765964501105,15.1772840167317,14.9062910829165,14.6685389263184,14.4672546178591,14.2943998010132,14.1763072996597
10.0499999999998,-5.46687907145251,-4.79554058947202,-4.17745102749747,-3.61198544041481,-3.10327005498838,-2.62187815914515,-2.17238537651144,-1.76287731353197,-1.40867904495474,-1.11249910744238,-0.90660183680529,-11.4733759100539,-11.7015057434608,-11.919373946855,-12.1268712870379,-12.3163975861114,-12.4948149313141,-12.6677606716419,-12.8345285752476,-12.9838753035329,-13.1046281828253,-13.1900417327959,16.9402549815064,16.4970463329328,16.0968249743525,15.7388567274527,15.4196676410998,15.1166930904593,14.8401460481534,14.5974058887795,14.3925543484876,14.2171272902676,14.0966435696012
10.0599999999998,-5.28602183225058,-4.61386588353745,-3.99486411481495,-3.42853625071353,-2.91927622019072,-2.43763892029996,-1.98679626148896,-1.57743503115771,-1.22297778344101,-0.926336861683005,-0.72084363267218,-11.6241741182517,-11.8452373177228,-12.0566578524513,-12.2584740052858,-12.4427379840157,-12.6171525719031,-12.7860052349007,-12.948068361107,-13.0941838688253,-13.2128527735393,-13.2956246081068,16.9101959505022,16.4591032012603,16.0515219672662,15.6870102559993,15.3620142042064,15.054791492203,14.7728014963896,14.5255033922647,14.3171616522663,14.1391896352223,14.016468240779
10.0699999999998,-5.10568510309254,-4.43297629496664,-3.81294633590611,-3.24594259326098,-2.73613067254378,-2.25280472672002,-1.80214163440827,-1.39277041264742,-1.03799180430584,-0.741245059086467,-0.535950131943345,-11.7731900883348,-11.9869174443539,-12.1927834087014,-12.3886575392125,-12.5673987323195,-12.7375474620721,-12.9025103537876,-13.0600613531945,-13.2031491876687,-13.3194709796967,-13.3999913363675,16.8788751914274,16.4198937393206,16.0057297446075,15.6346001324735,15.3035294048633,14.9903521887921,14.7046519881958,14.4528317658419,14.2411409919745,14.0607160387831,13.9359414683109
10.0799999999998,-4.92499284650523,-4.25209051472352,-3.63090420244125,-3.06287224238539,-2.55312067928907,-2.06601852396212,-1.61740373040987,-1.20786105633507,-0.852691519681843,-0.556632109370667,-0.350910206526467,-11.9210136117838,-12.1274333335757,-12.3278171196925,-12.517996629937,-12.6908442051998,-12.8567030372262,-13.0180434966139,-13.1713753240247,-13.311666602357,-13.4251290505558,-13.5039842159795,16.846006458289,16.3795238482992,15.9587213221337,15.5808688723224,15.2439648844889,14.9227215611883,14.6354472270237,14.3792363803598,14.1643581220389,13.9817611599265,13.8548944225059
10.0899999999998,-4.74456971923601,-4.06999625510083,-3.44741325102736,-2.87828883479381,-2.36883126911546,-1.8783615416666,-1.4310107420243,-1.02109538026643,-0.665593096656718,-0.370780349176943,-0.163909608951891,-12.0695626441381,-12.2690882026613,-12.4644799220542,-12.6491831372215,-12.8154562882904,-12.9769194884413,-13.1354210540266,-13.2851267371,-13.422480144095,-13.5326700036019,-13.6101200083585,16.8141323633741,16.3390844577621,15.9118931730816,15.5274719720153,15.1842875574058,14.8552810301079,14.5664317960509,14.3062221173664,14.0880732407517,13.9034503527788,13.7740296173104
10.0999999999998,-4.56198084651167,-3.88669846648998,-3.26082320286783,-2.69133476979311,-2.18148388130514,-1.69192615208981,-1.24124522694878,-0.830500451943854,-0.474949225751379,-0.179614732533232,0.0274897368345169,-12.2230287922826,-12.414385588718,-12.6061708670127,-12.7849258369291,-12.9441623480624,-13.1055228706376,-13.2581837705181,-13.4052488543109,-13.5387829101544,-13.6448644180693,-13.7215016154754,16.7850096387943,16.301084055208,15.8669940698806,15.4762606067223,15.1256462293675,14.7974490227274,14.4994289974668,14.2357493062548,14.0137321359057,13.8244791506025,13.6940118786409
10.1099999999998,-4.37892003271138,-3.70117656489704,-3.07412889296106,-2.50398111365621,-1.99458460078845,-1.50488053963572,-1.05141386454459,-0.639851588047526,-0.284114380678058,0.01073864937161,0.218439521480291,-12.3724625274369,-12.5595938084447,-12.7440833058001,-12.9172175712196,-13.0689254018693,-13.2291745863879,-13.3774832904886,-13.5214998157099,-13.6515736989908,-13.7536013107754,-13.8296066110528,16.7513825601482,16.2607703733418,15.8182121987611,15.4211986848758,15.0635100026578,14.7340551260236,14.4288971550332,14.1613514037575,13.9356880796688,13.7428626614038,13.6111670895725
10.1199999999998,-4.1962419367208,-3.51690477249214,-2.88977494961936,-2.31721881481607,-1.80545310647997,-1.31729475357237,-0.862427321982109,-0.450186466706745,-0.0943154314160202,0.199841396296796,0.408325662325812,-12.5186304297408,-12.7002448453776,-12.8780528293283,-13.0463197828142,-13.1965845204221,-13.3502614057894,-13.4938319644596,-13.6342542858819,-13.7614035452938,-13.8594262765464,-13.934974173081,16.7148723664616,16.2171496178697,15.7678277789477,15.3635385976303,15.002037626902,14.6675561593617,14.3562592864417,14.0844407525886,13.8557189767099,13.6595848802496,13.5266485107552
10.1299999999998,-4.0156030204733,-3.33393269251561,-2.70605799992643,-2.13312333901035,-1.61893474407452,-1.12997895773762,-0.674945331489174,-0.26246278724829,0.0937610966974244,0.38735361565297,0.59613430517787,-12.662140913445,-12.8384139535841,-13.0098939872665,-13.1724640797345,-13.3205364795172,-13.4690491960408,-13.6080719215114,-13.7446807090412,-13.8686940866302,-13.9632137260073,-14.0378231692001,16.6777439339183,16.1723466460997,15.715951987193,15.3055874187449,14.9394712235917,14.5990281537784,14.2830172530006,14.0071434962895,13.7749329899327,13.5758601103543,13.4416888640222
10.1399999999998,-3.83618305774867,-3.15237897980552,-2.52400648327698,-1.95054786575436,-1.43534796489424,-0.944037204328063,-0.489310732975285,-0.0765341171656757,0.280044325239241,0.573218539613805,0.781243119979518,-12.8045706115945,-12.9755171605814,-13.1409793996481,-13.2978956580319,-13.4427552293284,-13.5865386114397,-13.7215206539558,-13.8537404249971,-13.9749579901148,-14.0659913995009,-14.1388140075339,16.6407536693432,16.1278961403869,15.6649858829251,15.2484435237863,14.8781031942227,14.5305758157678,14.2108313869311,13.9302745421627,13.6949136648756,13.4927728598871,13.3575708875543
10.1499999999998,-3.6550312654627,-2.97100621222276,-2.34041476223861,-1.76488309127217,-1.24989269152415,-0.757955227498359,-0.302469891576093,0.110710587813208,0.467447191030736,0.76024036292849,0.967651667498872,-12.9472203929254,-13.1127098053771,-13.2722970756816,-13.4261112538067,-13.564999591184,-13.7032418014657,-13.8343554294368,-13.9624952533316,-14.0804861261452,-14.1682860887916,-14.2392482992482,16.6022516583881,16.0837160175998,15.6127118379203,15.1909943450789,14.8148922827081,14.4611970289641,14.1368253210129,13.8517846655184,13.6130389351144,13.4080457258631,13.2715966317493
10.1599999999998,-3.47450993309879,-2.78908500616469,-2.15848742328207,-1.58025965284076,-1.06476497715854,-0.572194517548795,-0.117320545864951,0.297591247151011,0.653621072236857,0.946068352457814,1.15369351332352,-13.0902551429519,-13.2503019204787,-13.4033585547169,-13.5529161428078,-13.6868132039775,-13.8198901346455,-13.9463449515686,-14.0710339873034,-14.1851871994265,-14.2699081443564,-14.3391988615515,16.5647650760507,16.0393869266434,15.561845977999,15.1331757956485,14.7515781811361,14.3920846521943,14.0636654974335,13.7734427401524,13.5315661271897,13.3238397918986,13.185505348228
10.1699999999998,-3.29584143301761,-2.60917113127263,-1.97785854898517,-1.39910425596006,-0.882626553614817,-0.3894594796771,0.0658329985396592,0.479731867987429,0.837997003889873,1.13036410750057,1.33756887919908,-13.2325410524253,-13.3872054508885,-13.5340211973911,-13.6783659990318,-13.8071018034039,-13.9355530251783,-14.0573440544534,-14.1777313485245,-14.2892292671087,-14.3710065561155,-14.4380087413406,16.5283824854429,15.9963765821611,15.5118797463763,15.0774702549919,14.6897283570187,14.3250125048554,13.9915110559137,13.6979994805371,13.4512322632188,13.2406424486149,13.1004398621415
10.1799999999998,-3.12031904086487,-2.43110800134261,-1.7985323040118,-1.2196833672675,-0.702691887539064,-0.210864625662444,0.246926051707704,0.660780602435757,1.01799926399062,1.31089040680963,1.51825416765072,-13.3695790523923,-13.5225043124617,-13.6642718438874,-13.8022312680267,-13.9255518464172,-14.0488565523891,-14.166700854197,-14.2832711537116,-14.3907513076192,-14.4697453927283,-14.5351546916278,16.4898980932572,15.9536123138043,15.4628041478993,15.0219146352942,14.6282437339563,14.2597211780515,13.9197748024893,13.6224905512758,13.3727520436286,13.1588549859186,13.0169005239771
10.1899999999998,-2.94492880189552,-2.25508562078594,-1.62065699114176,-1.04172785152281,-0.524363348789172,-0.0333348460702581,0.425093712853619,0.840221785264157,1.19731312528275,1.49028926441067,1.69730576454943,-13.5065355279167,-13.6531905540268,-13.7919814317328,-13.924026563938,-14.0419613451975,-14.1603587450085,-14.2735486836378,-14.3867523438728,-14.4906049929218,-14.5665928582526,-14.630096800423,16.4514643298122,15.9082761748128,15.4126384228745,14.9657544154609,14.5663246939866,14.1936935910788,13.8484549707842,13.5465305586087,13.293291867639,13.076303593842,12.9327910358736
10.1999999999998,-2.76817512933232,-2.07765699474202,-1.44158379622786,-0.862593984057106,-0.345134049434654,0.145454688366907,0.604283702663588,1.01858377938733,1.376349426412,1.67017895643951,1.87717191806573,-13.6422417918454,-13.7830300133901,-13.9186302276757,-14.0448236962794,-14.1573695569347,-14.2707767645665,-14.3793882107695,-14.4884347203725,-14.5891540403926,-14.6621450379308,-14.7243402073752,16.4104169211777,15.8606870081321,15.3602140239036,14.9074176803366,14.5025036063694,14.1253220761996,13.7751045081059,13.4698509409852,13.2128046139806,12.9919660814913,12.8471682893095
10.2099999999998,-2.5873287924403,-1.89599356991467,-1.25931309317126,-0.678688937556291,-0.162092577894326,0.328961484873145,0.787553863017115,1.2022405373919,1.56010452240803,1.85221038822454,2.06007942127308,-13.7779483187319,-13.9134204999411,-14.0431994544354,-14.1667428307042,-14.2735065144422,-14.382053281677,-14.4860071721677,-14.5913295326894,-14.6887341627464,-14.7574971863452,-14.8193705831085,16.3652771111721,15.8094140698558,15.3025125476066,14.8454317682605,14.4355990923365,14.0530917968039,13.6984533091506,13.3890889952975,13.1286296403384,12.9052867981207,12.7592911618355
10.2199999999998,-2.40649577979812,-1.71307524329736,-1.07668749062061,-0.496581853133998,0.0203852978724144,0.511888237834989,0.970076538043686,1.38510709351873,1.74364725721529,2.03418407098182,2.24252210370905,-13.9129201343313,-14.0457456045931,-14.1685496425242,-14.285976800071,-14.3889473468443,-14.4925146785352,-14.5918512053891,-14.693323972554,-14.7887014233042,-14.8523573588962,-14.9135740572905,16.3194159141294,15.7588208478904,15.2452371331448,14.782558653205,14.3685620489719,13.9806264407002,13.6217746673454,13.3082168790353,13.0450541660889,12.8181732879144,12.6710519535814
