"Time [ms]","Current(PhaseA) [A] - a='15mm'","Current(PhaseA) [A] - a='20mm'","Current(PhaseA) [A] - a='25mm'","Current(PhaseA) [A] - a='30mm'","Current(PhaseA) [A] - a='35mm'","Current(PhaseA) [A] - a='40mm'","Current(PhaseA) [A] - a='45mm'","Current(PhaseA) [A] - a='50mm'","Current(PhaseA) [A] - a='55mm'","Current(PhaseA) [A] - a='60mm'","Current(PhaseA) [A] - a='65mm'","Current(PhaseA) [A] - a='70mm'","Current(PhaseA) [A] - a='75mm'","Current(PhaseB) [A] - a='15mm'","Current(PhaseB) [A] - a='20mm'","Current(PhaseB) [A] - a='25mm'","Current(PhaseB) [A] - a='30mm'","Current(PhaseB) [A] - a='35mm'","Current(PhaseB) [A] - a='40mm'","Current(PhaseB) [A] - a='45mm'","Current(PhaseB) [A] - a='50mm'","Current(PhaseB) [A] - a='55mm'","Current(PhaseB) [A] - a='60mm'","Current(PhaseB) [A] - a='65mm'","Current(PhaseB) [A] - a='70mm'","Current(PhaseB) [A] - a='75mm'","Current(PhaseC) [A] - a='15mm'","Current(PhaseC) [A] - a='20mm'","Current(PhaseC) [A] - a='25mm'","Current(PhaseC) [A] - a='30mm'","Current(PhaseC) [A] - a='35mm'","Current(PhaseC) [A] - a='40mm'","Current(PhaseC) [A] - a='45mm'","Current(PhaseC) [A] - a='50mm'","Current(PhaseC) [A] - a='55mm'","Current(PhaseC) [A] - a='60mm'","Current(PhaseC) [A] - a='65mm'","Current(PhaseC) [A] - a='70mm'","Current(PhaseC) [A] - a='75mm'"
0.34,6.59742552411991,6.55806875813166,6.51599868058322,6.47284639311384,6.43100104688401,6.3680780177796,6.30772411598537,6.22657441210664,6.14334161969583,6.05973749100918,5.98997508027479,5.9205991974736,5.96060389630145,-2.91750396274531,-2.97033151285135,-3.0356813201609,-3.12328590532696,-3.22907224072114,-3.33113501254059,-3.47194482053297,-3.56174763336996,-3.78495977557079,-4.10073003552917,-4.47708119441213,-5.09245207101979,-6.30674508194701,-3.6799215613746,-3.58773724528031,-3.48031736042232,-3.34956048778688,-3.20192880616286,-3.03694300523902,-2.83577929545239,-2.66482677873667,-2.35838184412504,-1.95900745548001,-1.51289388586265,-0.82814712645381,0.346141185645561
0.35,6.77377452084752,6.73379338210927,6.69137367782208,6.64841759781178,6.60681644977886,6.54298831369628,6.48358865095424,6.4019813762895,6.31839066916863,6.23567762281783,6.16627763636776,6.09886798554243,6.1465184712201,-2.98301371888488,-3.0373183910784,-3.1046897674952,-3.19588989298896,-3.30507372627417,-3.40987424102362,-3.55714604839499,-3.64790669188496,-3.8774385899629,-4.20418976765521,-4.59083085103466,-5.2240242153366,-6.47723227561982,-3.79076080196265,-3.69647499103088,-3.58668391032688,-3.45252770482282,-3.30174272350469,-3.13311407267266,-2.92644260255925,-2.75407468440454,-2.44095207920573,-2.03148785516262,-1.5754467853331,-0.874843770205833,0.33071380439972
0.36,6.94804716634437,6.9081635018736,6.86500628618912,6.82222680634806,6.78088781322549,6.71645550410786,6.65796076708987,6.57573040282574,6.49212430477444,6.4105348454304,6.3412955434936,6.27610325704263,6.33186865727088,-3.0475435926419,-3.10441702352478,-3.17286386134035,-3.26748464040697,-3.37988746527846,-3.48762407789306,-3.64110190944063,-3.73541162344751,-3.96909456179373,-4.3067919837699,-4.70348567893697,-5.35465079256615,-6.64673832621664,-3.90050357370247,-3.80374647834882,-3.69214242484876,-3.55474216594109,-3.40100034794703,-3.2288314262148,-3.01685885764924,-2.84031877937823,-2.52302974298071,-2.1037428616605,-1.63780986455663,-0.921452464476476,0.31486966894576
0.37,7.12022427762109,7.0801654202774,7.03685470225396,6.99411712786812,6.95296685248043,6.88840486028706,6.8306079618585,6.74794779033211,6.66428889997754,6.58403415024701,6.51467235633125,6.45192453016454,6.5162638253755,-3.11143743030977,-3.1700211618124,-3.24044315938502,-3.33811676738446,-3.45343393598059,-3.56454976075865,-3.7237240734678,-3.82125281474856,-4.06009541237203,-4.40862885890513,-4.81515222623159,-5.48442803766238,-6.81533666299342,-4.00878684731132,-3.910144258465,-3.79641154286894,-3.65600036048366,-3.49953291649983,-3.32385509952841,-3.1068838883907,-2.92669497558355,-2.60419348760551,-2.17540529134188,-1.69952013009967,-0.967496492502159,0.299072837617924
0.38,7.29026609573744,7.25028660762272,7.2073103622884,7.16433320662204,7.12324731788082,7.05904953467998,7.00171218916615,6.91870458999018,6.83517102966481,6.75455297261574,6.68667034288624,6.62790665793789,6.69984414335152,-3.17383695854605,-3.23437087054101,-3.30751200790877,-3.40757445701375,-3.52545248552369,-3.64049506834583,-3.80480700368855,-3.90573197201201,-4.1502761589386,-4.50882846461618,-4.92568476619237,-5.61648201864969,-6.98295885025465,-4.11642913719139,-4.01591573708171,-3.89979835437962,-3.7567587496083,-3.59779483235713,-3.41855446633415,-3.1969051854776,-3.01297261797817,-2.68489487072621,-2.24572450799955,-1.76098557669387,-1.0114246392882,0.28311470690313
0.39,7.46094855693501,7.42108764705628,7.37846118858371,7.33538968690203,7.29432881870703,7.23062138477427,7.17370938797945,7.09046514726457,7.00793489632795,6.92690446812256,6.86024725462884,6.80480348373213,6.8849768729056,-3.23554282564324,-3.29804026311898,-3.37381913640236,-3.47648379421707,-3.59674550406736,-3.71588410961061,-3.88517923804124,-3.98955489478203,-4.24113004496118,-4.60871444817717,-5.03568150985306,-5.74651188022342,-7.15067946814225,-4.22540573129177,-4.1230473839373,-4.00464205218135,-3.85890589268496,-3.69758331463967,-3.51473727516366,-3.28853014993821,-3.10091025248254,-2.76680485136677,-2.31819001994539,-1.82456574477579,-1.05829160350871,0.26570259523665
0.4,7.630091740584,7.59075505228291,7.54806586941442,7.50503972263212,7.46410456355218,7.40082406007813,7.3445554510133,7.2612861055572,7.17985290628906,7.09865638622613,7.03253964270149,6.98138039344039,7.06933450549623,-3.29507145598256,-3.36020506766245,-3.43773898790893,-3.54316402435134,-3.66583516191689,-3.78885249039157,-3.96336301703951,-4.07118854371655,-4.32973501683552,-4.70662162579141,-5.14211977454765,-5.87459269947842,-7.31477697894148,-4.33502028460144,-4.23054998462046,-4.11032688150549,-3.96187569828077,-3.79826940163528,-3.61197156968656,-3.38119243397379,-3.19009756184065,-2.85011788945353,-2.39203476043473,-1.89041986815385,-1.10678769396197,0.245442473445246
0.41,7.79552618557751,7.75661373495881,7.71400669766395,7.67068578050314,7.63060754594775,7.5676902081499,7.51241857388053,7.42931932157062,7.34902160134706,7.2665993537795,7.2026379881898,7.15600096296515,7.2530254846559,-3.35117451358431,-3.41861198879416,-3.49793818952268,-3.60481145690264,-3.73150995706739,-3.85811730396954,-4.03821117025933,-4.14955372553983,-4.4150758090631,-4.79797954100324,-5.2454999052228,-5.99940400057894,-7.47698551239293,-4.4443516719932,-4.33800174616466,-4.21606850814127,-4.06587432360051,-3.89909758888037,-3.70957290418036,-3.47420740362119,-3.27976559603079,-2.93394579228397,-2.46861981277626,-1.957138082967,-1.15659696238621,0.223960027737029
0.42,7.9573959719193,7.91883587705015,7.87679092884044,7.83326957942536,7.79402513953625,7.73157049825902,7.67764402176588,7.59516146868092,7.51613105476405,7.43249683657895,7.37130513578323,7.32970760552766,7.43640587604235,-3.40406427548641,-3.47361214222113,-3.55566286370416,-3.66393871286987,-3.79411353819283,-3.92423989664458,-4.1101572402375,-4.22493388598061,-4.49741019485265,-4.88627397164433,-5.34607788628878,-6.12144471749587,-7.63663298220512,-4.55333169643289,-4.44522373482902,-4.32112806513628,-4.16933086655549,-3.99991160134342,-3.80733060161444,-3.56748678152838,-3.37022758270031,-3.0187208599114,-2.54622286493462,-2.02522724949444,-1.20826288803178,0.20022710616276
0.43,8.11607710126225,8.07791892145884,8.03654853477298,7.99319244499437,7.95492585033761,7.89330617428929,7.84103992600543,7.7597631558622,7.68091851446313,7.59795734524,7.53993730126173,7.50382546610916,7.62058742473315,-3.45467911602182,-3.52627293402972,-3.61095668920747,-3.72100237502875,-3.85457301103395,-3.98837639633605,-4.1801615840341,-4.29831916363973,-4.57878784601219,-4.9728657859328,-5.44491189967165,-6.24175174646848,-7.79433594053292,-4.66139798524043,-4.55164598742912,-4.42559184556551,-4.27219006996563,-4.10035283930366,-3.90492977795323,-3.66087834197133,-3.46144399222247,-3.10213066845094,-2.6250915593072,-2.09502540159008,-1.26207371964069,0.173748515799766
0.440000000000001,8.27479786198112,8.23722158785862,8.19654902973562,8.15337159506866,8.11620687986766,8.05572927784289,8.00524201084325,7.92548273877428,7.84740303506249,7.76521905460944,7.71060865589657,7.68008571576272,7.80687369426507,-3.50619917252583,-3.58000569060909,-3.66728417269704,-3.77901685249383,-3.91607144120882,-4.0537138139465,-4.25121539559165,-4.37278884650864,-4.66060307459882,-5.06051711230023,-5.54496245155886,-6.36276696628629,-7.9524372238958,-4.7685986894553,-4.65721589724953,-4.52926485703859,-4.37435474257483,-4.20013543865883,-4.0020154638964,-3.7540266152516,-3.55269389226564,-3.18679996046366,-2.70470194230921,-2.16564620433771,-1.31731874947643,0.145563529630732
0.450000000000001,8.4458579589176,8.40924897512224,8.36821929239903,8.324501071311,8.28894942206344,8.22859036354339,8.17922799818779,8.09944113272683,8.02296365624563,7.93967738022506,7.88773614369441,7.86028789399762,7.99692187752721,-3.56850080068507,-3.64491242139799,-3.73311712627174,-3.84588049343412,-3.98763894100388,-4.12844474822438,-4.33150658412247,-4.45650713727677,-4.75214599473635,-5.15676196890151,-5.65433271213389,-6.49145114261865,-8.11788566027525,-4.87735715823253,-4.76433655372424,-4.63510216612729,-4.47862057787688,-4.30131048105956,-4.10014561531902,-3.84772141406531,-3.64293399545006,-3.27081766150928,-2.78291541132355,-2.23340343156052,-1.36883675137897,0.12096378274804
0.460000000000001,8.61333814870371,8.57741992777695,8.53570120691973,8.49223227557491,8.45863520897642,8.39835458982256,8.35086012623173,8.27203351827783,8.19490835421421,8.11351813772371,8.06466527288606,8.04108607530755,8.18747095992887,-3.62485201345995,-3.70355052720243,-3.79151070623568,-3.90726187086252,-4.0538146452547,-4.19750909241484,-4.40694710454284,-4.53517634193959,-4.83732634263852,-5.24829284703373,-5.7585032325582,-6.61567993770856,-8.27889019548661,-4.98848613524376,-4.87386940057451,-4.74419050068405,-4.5849704047124,-4.40482056372172,-4.20084549740772,-3.94391302168889,-3.73685717633825,-3.35758201157569,-2.86522529068998,-2.30616204032786,-1.42540613759899,0.0914192355577423
0.470000000000001,8.77711434959358,8.74158338479064,8.69954345523487,8.65668194192254,8.62528686927744,8.56481476023747,8.51983643382026,8.44267044681932,8.36601478878432,8.28638260159372,8.24030716176492,8.22077744984435,8.37772312894443,-3.67601311315203,-3.75660768099676,-3.84508747877333,-3.96358278612345,-4.11500791008143,-4.26121412415413,-4.47782405847088,-4.60911128371155,-4.91815401229521,-5.33633982223823,-5.85754979377271,-6.73603356229754,-8.4356616653777,-5.10110123644155,-4.98497570379388,-4.85445597646153,-4.6930991557991,-4.51027895919601,-4.30360063608334,-4.04201237534938,-3.83355916310777,-3.44786077648911,-2.95004277935549,-2.38275736799221,-1.48474388754681,0.0579385364332747
0.480000000000001,8.93707702279574,8.90213081084049,8.85981063899211,8.817615957701,8.78839258124181,8.72820207949727,8.68607929833429,8.60902438003327,8.53362541797611,8.45697416633079,8.41320245335101,8.39925621295832,8.56709864653233,-3.72364364926279,-3.80648852216243,-3.89537778579848,-4.01671305711319,-4.17296140964955,-4.32090107654202,-4.54508278435052,-4.67933135415303,-4.99462940790564,-5.42063598344301,-5.95314242823808,-6.85248220460488,-8.58915913140442,-5.21343337353295,-5.09564228867805,-4.96443285319363,-4.80090290058781,-4.61543117159227,-4.40730100295525,-4.14099651398378,-3.92969302588024,-3.53899601007048,-3.03633818288778,-2.46006002511294,-1.54677400835344,0.0220604848720942
0.490000000000001,9.09451906597376,9.0600491258332,9.01790366174303,8.97702050759845,8.94932807118217,8.88976358507977,8.85000819368701,8.77364691674477,8.69965637034411,8.62685959786729,8.58492963202968,8.57626826019681,8.75510821359143,-3.76905246645648,-3.8536850557816,-3.94355853600448,-4.06865114373736,-4.22859399186444,-4.37951703587751,-4.61027517383266,-4.74742354758158,-5.06937346991307,-5.50596721465774,-6.0473068498487,-6.9671329738233,-8.74078242285626,-5.32546659951729,-5.2063640700516,-5.07434512573855,-4.9083693638611,-4.72073407931773,-4.51024654920226,-4.23973301985435,-4.02622336916319,-3.63028290043105,-3.12089238320955,-2.53762278218099,-1.60913528637351,-0.0143257907351639
0.500000000000001,9.252755114134,9.21889965431611,9.1774074506874,9.13744423990513,9.11114099108667,9.05271042544021,9.01485336751215,8.93954874712584,8.86637325157754,8.79799609268087,8.75868622454108,8.75559810488084,8.94499314746071,-3.81529882282152,-3.90195421469899,-3.99344962879076,-4.12166257158956,-4.28501803215315,-4.43970340766405,-4.67626494260015,-4.81634465997297,-5.14263411554225,-5.59172141443903,-6.14329999678998,-7.0838538030883,-8.89437429047029,-5.43745629131248,-5.31694543961712,-5.18395782189664,-5.01578166831557,-4.82612295893352,-4.61300701777616,-4.338588424912,-4.12320408715288,-3.72373913603529,-3.20627467824183,-2.6153862277511,-1.67174430179254,-0.0506188569904165
0.510000000000001,9.41127816288586,9.37762248225697,9.33787185318205,9.29865454794216,9.27339218629098,9.21674835262778,9.17874274851314,9.10598792650834,9.0344399422816,8.96979363679264,8.9337514607252,8.93642391585621,9.13644321970132,-3.86280703701276,-3.9499720854639,-4.04541470081994,-4.17629354680679,-4.34254603420849,-4.50187506520492,-4.74274053986055,-4.88641937183274,-5.21852893059078,-5.67849849954311,-6.24142308921873,-7.20269634802776,-9.0498205205555,-5.5484711258731,-5.42765039679307,-5.29245715236211,-5.12236100113537,-4.93084615208249,-4.71487328742286,-4.43600220865259,-4.2195685546756,-3.81591101169082,-3.29129513724953,-2.69232837150648,-1.73372756782845,-0.0866226991458134
0.520000000000001,9.56818051571946,9.53526688017975,9.49711104091144,9.45869847086059,9.43444381746973,9.37979251313839,9.34146393290206,9.27083185840104,9.20095454387363,9.13853231884234,9.10739923767903,9.11612578455355,9.32743249626094,-3.91022334639736,-3.99875288280231,-4.09751841255891,-4.23084140431714,-4.40016532424768,-4.564116288606,-4.80883973599036,-4.95621742008154,-5.29398013743613,-5.76374390720264,-6.33937158142667,-7.32130136820959,-9.20546797606913,-5.6579571693221,-5.53651399737744,-5.39959262835253,-5.22785706654345,-5.03427849322206,-4.81567622453239,-4.5326241969117,-4.3146144383195,-3.9069744064375,-3.3747884116397,-2.76802765625236,-1.79482441634396,-0.12196452019181
0.530000000000001,9.72317351956055,9.69109256797553,9.6544548792929,9.61698735492754,9.59364966498477,9.54115755289663,9.50234577723757,9.43381595317969,9.36543386905285,9.30608483974093,9.27902730377637,9.29321501086124,9.51837800930149,-3.95624177804848,-4.04606297133255,-4.14798592703238,-4.28378217115062,-4.45605461623216,-4.62474711619917,-4.8733082277022,-5.02449587745689,-5.36744336338143,-5.84734604996289,-6.43540985006699,-7.43632256716964,-9.36170337032494,-5.76693174151207,-5.64502959664297,-5.50646895226052,-5.33320518377692,-5.13759504875261,-4.91641043669747,-4.62903754953536,-4.4093200757228,-3.99799050567141,-3.45873878977804,-2.84361745370938,-1.8568924436916,-0.156674638976552
0.540000000000001,9.87541817964715,9.84497705300388,9.8097105944779,9.77333861047262,9.75110942289925,9.69784281271679,9.66125667246149,9.59436697135018,9.52800554171712,9.47220311685737,9.4488812681024,9.46912349525885,9.70835784618413,-3.99795951479098,-4.0911210260806,-4.19593729988185,-4.33435967168692,-4.5098510692754,-4.68207725366716,-4.93578977566296,-5.08923215279986,-5.43832107797958,-5.92846500912385,-6.52897125584771,-7.54980536443597,-9.5154372929636,-5.87745866485617,-5.75385602692328,-5.61377329459605,-5.4389789387857,-5.24125835362386,-5.01576555904963,-4.72546689679853,-4.50513481855032,-4.08968446373754,-3.54373810773351,-2.91991001225469,-1.91931813082288,-0.192920553220537
0.550000000000001,10.0271632339864,9.99802310456869,9.96392518779163,9.92876064207182,9.90797982631297,9.85465883451161,9.81984739902405,9.75509067676658,9.69046218227411,9.63829638304683,9.61905864092509,9.64559630125817,9.89915804745727,-4.03805225504608,-4.13377865867196,-4.24112902027489,-4.3823800489537,-4.56147502133204,-4.73722251204066,-4.99616034730496,-5.15242779206539,-5.50696615609778,-6.00802503517221,-6.62051680805103,-7.66124519274302,-9.66749772880019,-5.98911097894028,-5.86424444589673,-5.72279616751674,-5.54638059311813,-5.34650480498093,-5.11743632247094,-4.82368705171908,-4.60266288470119,-4.18349602617633,-3.63027134787462,-2.99854183287406,-1.98435110851515,-0.231660318657077
0.560000000000001,10.1810759774796,10.1528872766571,10.1196994931631,10.0858458116442,10.0652330905439,10.0143518004833,9.98163065196845,9.91987467950314,9.8570341339074,9.80875220851192,9.79443817089228,9.82706508767837,10.0946012512256,-4.07754376643676,-4.17559677843356,-4.28506517694413,-4.42950341018155,-4.61212933769567,-4.7921657014095,-5.05666537759764,-5.21614652386121,-5.57627514259123,-6.0888664622036,-6.7126475895007,-7.77326631754308,-9.82000280946293,-6.10353221104281,-5.97729049822351,-5.83463431621894,-5.65634240146266,-5.45310375284821,-5.22218609907382,-4.92496527437081,-4.70372815564193,-4.28075899131617,-3.71988574630832,-3.08179058139158,-2.05379877013529,-0.274598441762668
0.570000000000001,10.3343972432136,10.3071884407733,10.275003760122,10.2425911377968,10.2231484558481,10.1735056167828,10.1429700032854,10.0829048190158,10.0233595522621,9.97903670527303,9.97032413099662,10.0087372200057,10.2905069966887,-4.11639075839661,-4.21677247473977,-4.32845464773875,-4.47615710946916,-4.66261265817105,-4.84644417094301,-5.11660518818702,-5.27551589846989,-5.64497571168948,-6.16902248447083,-6.80534182098722,-7.88483689921331,-9.97199184442321,-6.21800648481701,-6.09041596603354,-5.94654911238325,-5.76643402832766,-5.56053579767701,-5.32706144583978,-5.02636481509836,-4.80738892054594,-4.37838384057266,-3.8100142208022,-3.16498231000939,-2.12390032079236,-0.31851515226548
0.580000000000001,10.4866308010236,10.4605086874335,10.4294598697473,10.3975732908143,10.3798897867592,10.3317374951465,10.3032640695955,10.2452829211832,10.1886267784778,10.1483237946363,10.1450359674412,10.1897548331837,10.4862068689081,-4.15452846843474,-4.25731227926776,-4.37137990971228,-4.52195793436138,-4.71233418797627,-4.9002545273624,-5.17582554584954,-5.33548280904477,-5.7129610992936,-6.248326267664,-6.89696916330359,-7.99589464983891,-10.1234984688175,-6.33210233258885,-6.20319640816571,-6.05807996003502,-5.87561535645295,-5.6675555987829,-5.43148296778409,-5.12743852374594,-4.90980011213843,-4.47566567918421,-3.89999752697228,-3.24806680413761,-2.19386018334479,-0.362708400090593
0.590000000000001,10.637048534471,10.6121913982909,10.5825141503479,10.5508963410165,10.5346563887476,10.4884030890254,10.4617320461559,10.4055298413334,10.3519734210494,10.3157346426188,10.317917655957,10.3692606444293,10.6809393891659,-4.19125324940343,-4.29653259553068,-4.41334590465548,-4.56654279862152,-4.7605022641249,-4.95301314310321,-5.23352167711787,-5.39370378417505,-5.77947031796048,-6.32596171247932,-6.98727436468473,-8.10569961904051,-10.2738597241662,-6.44579528506756,-6.31565880276021,-6.16916824569241,-5.98435354239496,-5.77415412462266,-5.53538994592215,-5.22821036903803,-5.01182605715836,-4.57250310308891,-3.98977293013943,-3.33064329127227,-2.26356102538879,-0.407079664999683
0.600000000000001,10.7851417832492,10.7616623759927,10.7335741586446,10.7019096235602,10.6868469056533,10.642862406424,10.6172172280145,10.5630469500137,10.5128264138196,10.4806436574789,10.4887222182904,10.5466244837945,10.8739982094136,-4.22523712204117,-4.33307559641626,-4.45296682620352,-4.60858537931345,-4.80579071440562,-5.00339543686754,-5.28734927294342,-5.44875111089449,-5.84310767829662,-6.40052285201382,-7.07562447371755,-8.21286717534099,-10.4217062921655,-6.55990466120801,-6.4285867795764,-6.28060733244104,-6.0933242442467,-5.88105619124764,-5.63946696955641,-5.3298679550711,-5.11429583911923,-4.66971873552297,-4.08012080546512,-3.41309774457288,-2.33375730845352,-0.452291917248086
0.610000000000001,10.9309761546518,10.9089473903677,10.8794017876788,10.8505785984205,10.8367776555695,10.7950984340445,10.7692473650002,10.7183259141312,10.671606385975,10.643476124004,10.6547650489128,10.721581329412,11.0654664245909,-4.25387089219371,-4.36431607617906,-4.48630309608455,-4.64550886170865,-4.84593642178549,-5.04865231829255,-5.33267109116253,-5.4983181002157,-5.90144822029124,-6.4697475930416,-7.15730364990264,-8.31516556671203,-10.5646872022831,-6.67710526245813,-6.54463131418869,-6.39309869159426,-6.20506973671186,-5.99084123378397,-5.74644611575198,-5.43657627383772,-5.22000781391552,-4.77015816568371,-4.17372853096236,-3.49746139901015,-2.4064157627,-0.500779222307861
0.620000000000001,11.0753084561583,11.0516302475695,11.0248488463849,10.9972876814256,10.9847242610802,10.945607009834,10.9199401839543,10.8719746626655,10.8287983804039,10.8048691464518,10.8203791194832,10.8952168889293,11.2560047533241,-4.27979725211069,-4.39166270736375,-4.51732717981322,-4.67980461349497,-4.88359974893256,-5.09108161340788,-5.37595789657289,-5.54498468572322,-5.95686677920857,-6.53618196086573,-7.23628454163085,-8.41462892274265,-10.7051964369781,-6.79551120404756,-6.65996754020579,-6.50752166657166,-6.31748306793064,-6.10112451214767,-5.85452539642614,-5.54398228738146,-5.32698997694226,-4.87193160119537,-4.26868718558607,-3.58409457785237,-2.4805879661866,-0.550808316346052
0.630000000000001,11.215626499105,11.1941833133986,11.1689490443971,11.1430940491971,11.1318829776963,11.095154280374,11.0697765191725,11.025000750289,10.985360514356,10.9658687463568,10.9854463020418,11.0685355824461,11.446639150443,-4.30423641899917,-4.41889812018868,-4.54772550582342,-4.7132124050586,-4.9204710331254,-5.13260841411921,-5.41838712238728,-5.59100486436575,-6.01148122654756,-6.60206918069341,-7.31442301608671,-8.51352665616627,-10.8450878530913,-6.91139008010588,-6.77528519320996,-6.62122353857365,-6.42988164413847,-6.21141194457095,-5.96254586625482,-5.65138939678526,-5.43399588592328,-4.97387928780847,-4.36379956566341,-3.67102328595505,-2.5550089262798,-0.601551297351699
