Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
31.24,139.9854918,139.7180343,139.4528703,139.3531676,138.8312709,138.4247858,137.9525726,137.3260986,136.5572773,135.4981697,134.7388811,132.5969934,128.8669459
31.25,139.7146868,139.4657653,139.2308942,139.1536953,138.6450031,138.2385352,137.7959869,137.4393986,136.7011042,135.6676865,134.7130625,132.6470929,128.9495825
31.26,139.4592565,139.2400507,139.0303939,138.9641649,138.4514483,138.0572378,137.6359198,137.546334,136.8433449,135.8251801,134.7032658,132.6843418,129.0193931
31.27,139.2252854,139.0227798,138.8323837,138.7790325,138.2697773,137.8898715,137.4720014,137.6552765,136.988505,135.9879343,134.6892597,132.7263347,129.0894214
31.28,139.0050697,138.8159664,138.6443089,138.6023954,138.0997327,137.7266468,137.319936,137.7722832,137.1371376,136.1594883,134.6762733,132.776905,129.1677571
31.29,138.7984714,138.6188155,138.4690591,138.4332986,137.9414379,137.5771103,137.1792305,137.9030705,137.291847,136.3448103,134.6481628,132.8332807,129.257285
31.3,138.5994749,138.4302169,138.2990058,138.2687274,137.7907331,137.4394306,137.0480062,138.0453342,137.4498079,136.5374556,134.6160551,132.8948987,129.3503791
31.31,138.3918505,138.2330768,138.1191386,138.0946111,137.6334638,137.2899811,136.9072458,138.1748237,137.5880377,136.7126638,134.5833854,132.9498677,129.4205779
31.32,138.1837268,138.035358,137.9342252,137.9205062,137.4625012,137.1245856,136.7515621,138.2640732,137.6908276,136.853429,134.5523085,132.9811524,129.4527294
31.33,137.9878009,137.8507287,137.7612863,137.7549276,137.2831131,136.9538579,136.5875852,138.305187,137.7634801,136.9525006,134.5260211,132.9905653,129.4500667
31.34,137.8064622,137.6785186,137.5961411,137.5955768,137.0986058,136.7844187,136.4222945,138.3024612,137.8157957,137.019199,134.4978353,132.9907988,129.4225741
31.35,137.644195,137.5208781,137.4384813,137.443411,136.925171,136.6269237,136.2759106,138.2977435,137.875552,137.0808209,134.462394,133.0026484,129.387397
31.36,137.5170504,137.389647,137.2991946,137.3097369,136.7942602,136.4964562,136.1552044,138.3260096,137.966357,137.1933919,134.4211543,133.0459055,129.367258
31.37,137.684541,137.5121208,137.3886977,137.3990887,136.8440657,136.5107004,136.1519586,138.5202151,138.1310222,137.4148707,134.44601,133.1327577,129.4743207
31.38,137.8107551,137.6019806,137.4490264,137.4535784,136.8932604,136.5304981,136.1559993,138.6987691,138.2869199,137.6241396,134.4477516,133.2108457,129.5727252
31.39,137.8870582,137.6519412,137.4773532,137.4775424,136.9213191,136.5373209,136.151608,138.8362974,138.3977318,137.7965515,134.4375629,133.2827676,129.652523
31.4,137.9221764,137.6743375,137.4874636,137.4840712,136.9194134,136.5174185,136.1301526,138.9177085,138.472453,137.9183234,134.4379157,133.3452203,129.7048776
31.41,137.9407506,137.6824446,137.4916463,137.4911551,136.9000168,136.483207,136.0983851,138.953177,138.5171592,137.9992324,134.4529083,133.4027607,129.7309837
31.42,137.9529965,137.7034329,137.5059927,137.5265222,136.8834698,136.4616197,136.0778654,138.9874447,138.5587725,138.060468,134.482267,133.4579091,129.735781
31.43,137.9828351,137.7476902,137.5436811,137.5965031,136.8941414,136.4748214,136.0853975,139.0336777,138.6220996,138.1121765,134.5242783,133.5297243,129.7399555
31.44,138.0490157,137.8273885,137.612271,137.6482513,136.9412967,136.5217373,136.1192281,139.1046758,138.7017286,138.1807728,134.5746508,133.631554,129.7497137
31.45,138.1555256,137.9286803,137.7031013,137.7130234,137.0137558,136.5882437,136.1895473,139.1805554,138.7743183,138.2508693,134.6261744,133.7305925,129.7772055
31.46,138.2708456,138.0388215,137.8050589,137.7756624,137.1013431,136.666315,136.2739279,139.2416907,138.8269334,138.3104962,134.6750703,133.8173307,129.8079053
31.47,138.3938741,138.1555648,137.9144417,137.8415165,137.2191814,136.7820785,136.3743382,139.2840569,138.8632223,138.3570846,134.7218504,133.8884795,129.8370613
31.48,138.5438404,138.3099169,138.065017,137.9748952,137.3574041,136.9144173,136.4951182,139.3569945,138.9253828,138.395093,134.7782566,133.9840638,129.8559002
31.49,138.7528117,138.5125841,138.2564133,138.1283011,137.5357307,137.0839983,136.6494554,139.4285009,138.982059,138.4322409,134.8403809,134.0784409,129.8860788
31.5,139.0012865,138.7465088,138.4853111,138.2919309,137.7402618,137.2808006,136.830264,139.4909543,139.0319937,138.4695986,134.9102833,134.162853,129.9167876
31.51,139.1856356,138.9877515,138.7246152,138.4514295,137.9536109,137.4922618,137.0266115,139.53888,139.0762324,138.5085716,134.9833758,134.2363119,129.9482486
31.52,139.3718433,139.1376494,138.9535316,138.5990233,138.1574968,137.7018201,137.2230205,139.5717724,139.1129506,138.5431159,135.0540895,134.3028378,129.9743864
31.53,139.5245247,139.2773683,139.0519821,138.7209841,138.3298949,137.8851576,137.3985235,139.5829487,139.1272408,138.5544478,135.1138915,134.3764709,130.0055071
31.54,139.6340581,139.3841729,139.1604688,138.8043766,138.4862639,138.0493792,137.5627684,139.5877461,139.1263971,138.5449711,135.1770532,134.4403316,130.0494514
31.55,139.7162288,139.4719024,139.2500382,138.8927814,138.6037966,138.2080689,137.7278139,139.6037863,139.1416862,138.5212226,135.2558716,134.5156813,130.1098488
31.56,139.7789339,139.5462993,139.3307961,138.9811204,138.7373808,138.372214,137.9022603,139.6347057,139.1517952,138.4922546,135.3523259,134.6040987,130.1862382
31.57,139.8365317,139.6210049,139.4166713,139.0774441,138.892054,138.5225409,138.0947636,139.6965745,139.1740744,138.4681211,135.4626822,134.7036306,130.2749587
31.58,139.9374101,139.7367349,139.5459283,139.2071192,139.0831925,138.706821,138.3168685,139.7563398,139.2078144,138.4575803,135.5802767,134.7984462,130.3653998
31.59,140.3111328,140.083946,139.8790549,139.4661159,139.3536646,138.9841845,138.6157822,139.7839522,139.1994519,138.4513603,135.6968133,134.8137917,130.4125027
31.6,140.6475535,140.3966196,140.1745093,139.696199,139.6111768,139.2453687,138.8374679,139.7989752,139.1918255,138.4426284,135.7987928,134.8325558,130.4550052
31.61,140.9278783,140.6624204,140.4230453,139.8931157,139.8484688,139.4819445,139.0709385,139.8138864,139.1854615,138.4301581,135.8983594,134.8695115,130.5080625
31.62,141.1448529,140.8752004,140.6252929,140.0539087,140.0651076,139.6905893,139.28538,139.7675511,139.1755487,138.4012524,136.0086242,134.9245487,130.5798668
31.63,141.3071354,141.045274,140.7933873,140.2000156,140.2646455,139.8832802,139.4879686,139.767163,139.1694991,138.3623309,136.1362821,134.9928497,130.6478364
31.64,141.3938289,141.1513181,140.9104612,140.3004921,140.4302001,140.0517509,139.6718579,139.7592379,139.1300029,138.3129557,136.2687245,135.062663,130.7257594
31.65,141.4278876,141.2355546,141.0174838,140.427166,140.5840553,140.2221737,139.8533732,139.7510652,139.1035892,138.2651464,136.4022716,135.1297195,130.803998
31.66,141.4342721,141.3363439,141.1624347,140.6088143,140.7729859,140.4223619,140.0543742,139.7478889,139.0882379,138.22528,136.5398328,135.1868442,130.8793412
31.67,141.532768,141.430435,141.3347164,140.8479486,140.9772753,140.6438496,140.2736528,139.7440591,139.0692828,138.187424,136.6778359,135.230083,130.9523953
31.68,141.6796445,141.5877348,141.513392,141.101778,141.1925211,140.8762276,140.503016,139.732881,139.0358291,138.143066,136.8153994,135.2630553,131.0254465
31.69,141.836149,141.7655948,141.6861967,141.338786,141.4032864,141.1025417,140.7293255,139.7132308,138.9933063,138.0952172,136.9515171,135.2959006,131.1003489
31.7,141.9063262,141.8469102,141.7905988,141.4912054,141.5729288,141.2909302,140.92601,139.6917716,138.9673014,138.0619724,137.0809391,135.3490786,131.1744785
31.71,142.0015537,141.9546421,141.9110286,141.655793,141.7395184,141.4855875,141.1288125,139.6689602,138.9409883,138.0001685,137.2120518,135.3942924,131.2756192
31.72,142.1349606,142.0910649,142.0479578,141.8443145,141.8737381,141.6855022,141.336054,139.6543641,138.9096368,137.961635,137.3527885,135.4386573,131.3778903
31.73,142.2993148,142.2499264,142.1971596,142.0309724,142.0275347,141.8848979,141.5394558,139.6458195,138.8770464,137.9297588,137.5050082,135.4862522,131.4887669
31.74,142.4834255,142.4217098,142.3528158,142.2141088,142.1829951,142.0661531,141.7257332,139.6365221,138.8447068,137.8962692,137.6561658,135.5346918,131.6146903
31.75,142.6792572,142.5980081,142.5095365,142.3841374,142.3287572,142.1962341,141.8959687,139.6105874,138.7989491,137.8393701,137.7944873,135.5817919,131.727144
31.76,142.90047,142.7972679,142.6896669,142.5675286,142.4830193,142.3502665,142.0665199,139.5822411,138.7508178,137.7700822,137.9179875,135.6359378,131.8243872
31.77,143.1496156,143.0212057,142.8982486,142.7653722,142.6489141,142.5073357,142.2334081,139.5585704,138.7085365,137.6900418,138.014422,135.6750857,131.9030734
31.78,143.4141148,143.259731,143.1266199,142.9696191,142.818646,142.6587391,142.3628467,139.5387959,138.6746656,137.6054495,138.0668863,135.7022393,131.9705501
31.79,143.6796361,143.4994336,143.3615203,143.171988,142.9835809,142.79409,142.4862772,139.5205401,138.6515181,137.5267207,138.099263,135.7211266,132.0396106
31.8,143.9208586,143.7185349,143.5733003,143.3660412,143.1397246,142.9202837,142.6033009,139.5075213,138.6375314,137.4765884,138.1463545,135.7683488,132.122518
31.81,144.0684099,143.851412,143.6809451,143.5282816,143.2821204,143.0788082,142.7654289,139.5214188,138.6208977,137.5019824,138.3416356,135.8695895,132.2481184
31.82,144.1918617,143.9640855,143.7705455,143.6689964,143.4029359,143.1958222,142.8853353,139.4999277,138.6104986,137.524824,138.4952587,135.962113,132.3798441
31.83,144.3019686,144.0667028,143.8564625,143.7934377,143.5078317,143.2847842,142.9759853,139.4940885,138.6168023,137.5418171,138.6091753,136.0418719,132.5012502
31.84,144.4103779,144.1707394,143.952258,143.9101466,143.6067365,143.3612819,143.0515173,139.49853,138.6267131,137.5561668,138.6926826,136.1113658,132.6019867
31.85,144.5227505,144.2812774,144.0622027,144.0130824,143.6990063,143.4376915,143.1214017,139.5122402,138.6451658,137.5660312,138.7614437,136.1787175,132.6821186
31.86,144.6193074,144.3726804,144.1564465,144.0938843,143.7736814,143.4948153,143.1745306,139.5213028,138.6526123,137.5732373,138.8163179,136.2386713,132.7550989
31.87,144.7135413,144.4613058,144.2499872,144.1617095,143.8371559,143.5420231,143.2131093,139.538246,138.6563081,137.5895832,138.8687353,136.2965751,132.8239776
31.88,144.8032286,144.5480026,144.3410294,144.2254605,143.8942305,143.5895657,143.2455772,139.5665991,138.685064,137.6214218,138.9336654,136.3565794,132.8920328
31.89,144.875863,144.6197899,144.4132969,144.2763628,143.9404572,143.6306924,143.2709258,139.6054086,138.7237195,137.6694204,139.0049733,136.4238175,132.9804693
31.9,144.9222051,144.6668519,144.456395,144.3036032,143.9704584,143.6562325,143.2958336,139.6556571,138.773346,137.7290963,139.0798935,136.4899495,133.0642376
31.91,144.948612,144.694036,144.4783123,144.309174,143.9833667,143.6709958,143.299278,139.7172151,138.8343766,137.798499,139.1490089,136.5521936,133.1505642
31.92,144.9929983,144.7318371,144.5163667,144.321804,143.9935382,143.6732211,143.2889007,139.7667671,138.8889746,137.881231,139.1931425,136.6063636,133.2205454
31.93,145.0225995,144.7558424,144.5362677,144.3246268,143.9898941,143.6679336,143.2709676,139.8360029,138.9620586,137.967604,139.2422058,136.6645956,133.2767894
31.94,145.0541529,144.7817734,144.5555154,144.3238948,143.9864432,143.6594862,143.2505776,139.9353645,139.0604721,138.0496915,139.3004854,136.7327507,133.3483288
31.95,145.0970266,144.8205189,144.5775452,144.3221239,143.9874202,143.6485235,143.2273164,140.0673922,139.187594,138.1510073,139.3669155,136.8079551,133.4327596
31.96,145.1420802,144.8552396,144.5934949,144.3044999,143.9844268,143.6273374,143.1935202,140.2205808,139.3335077,138.2685688,139.4277311,136.8877127,133.51929
31.97,145.1528573,144.8565408,144.5816734,144.2578554,143.9534833,143.5812185,143.1437067,140.3583502,139.472376,138.3910773,139.4855648,136.9630341,133.6053799
31.98,145.1341916,144.8258685,144.544083,144.1919695,143.9015398,143.5262352,143.0811056,140.4770622,139.5999226,138.5266656,139.5367086,137.031407,133.691379
31.99,145.0737152,144.7578262,144.4746707,144.104482,143.8246907,143.4579139,143.0083635,140.562694,139.7105375,138.6785549,139.5706545,137.1161098,133.7698201
32,144.97218,144.6451933,144.3691858,143.9897667,143.7220151,143.3580056,142.9123421,140.6140931,139.8022145,138.8377965,139.580832,137.1834237,133.8391397
32.01,144.8405041,144.5049396,144.2484231,143.8660544,143.5938464,143.2336996,142.7915942,140.64548,139.8825707,138.9931163,139.5745155,137.250786,133.911961
32.02,144.7212478,144.3867527,144.1387969,143.7600607,143.4781059,143.1145595,142.6749654,140.7365211,140.0086533,139.1569989,139.5749458,137.3378249,133.9984867
32.03,144.662708,144.3374332,144.0722346,143.7214744,143.4298328,143.0727032,142.6297274,140.9991132,140.2639444,139.3739862,139.6517872,137.4579172,134.0927807
32.04,144.5712076,144.2571154,143.9833695,143.6443802,143.3583827,142.9835897,142.5409992,141.235605,140.5019488,139.5695835,139.6867604,137.5700978,134.1860389
32.05,144.4329579,144.1341314,143.8620031,143.5289908,143.2615262,142.8636854,142.4280601,141.4321891,140.7124422,139.7550056,139.6987474,137.6705208,134.2706327
32.06,144.2453303,143.9663923,143.7064638,143.384323,143.1386697,142.7278002,142.3038746,141.5870887,140.8931041,139.9430463,139.6945771,137.7581597,134.3489228
32.07,144.0145866,143.761102,143.5223604,143.2216006,142.9919247,142.5829218,142.1737989,141.7114659,141.0511364,140.1409967,139.6836505,137.8385073,134.4042818
32.08,143.778931,143.5489356,143.3354837,143.0647908,142.8406273,142.4469646,142.0549334,141.8180077,141.1933858,140.3451194,139.6762466,137.9178854,134.4779745
32.09,143.5423007,143.3341471,143.1493386,142.9136126,142.6827342,142.3097286,141.9344063,141.9247001,141.3379912,140.5520691,139.6728229,138.0062658,134.566081
32.1,143.3046141,143.1191276,142.9634512,142.7640276,142.5190646,142.1664397,141.8064985,142.0493202,141.4988239,140.7609267,139.6811984,138.1056278,134.663318
32.11,143.0657581,142.9048078,142.772794,142.6078358,142.3534467,142.018062,141.6744072,142.1922731,141.6697233,140.9673746,139.692799,138.2067096,134.7566457
32.12,142.8245867,142.6889983,142.5749525,142.4394087,142.1896695,141.8679547,141.540521,142.3416152,141.8504488,141.1715665,139.7053981,138.299136,134.8348768
32.13,142.6142961,142.4988666,142.4005929,142.2823669,142.0407849,141.726619,141.4135827,142.4906818,142.0408631,141.3722773,139.7138162,138.3788483,134.9084139
32.14,142.4895239,142.3782359,142.2932263,142.1783278,141.9228571,141.6121314,141.3083675,142.6302131,142.2037146,141.5642824,139.718309,138.4598622,135.0074553
32.15,142.3732058,142.2653065,142.1893966,142.0747898,141.8158741,141.5061267,141.2122318,142.7844874,142.3780061,141.7555291,139.7309268,138.547035,135.0989533
32.16,142.2672094,142.1616161,142.0893468,141.9739121,141.7215357,141.4124143,141.127881,142.9498443,142.5611577,141.9559775,139.7514668,138.6271156,135.1750895
32.17,142.1730318,142.0711741,141.997767,141.8805471,141.6391017,141.3291879,141.053147,143.114615,142.7483715,142.1655983,139.7734981,138.705908,135.2348853
32.18,142.1012876,141.9973116,141.918211,141.7956684,141.5651815,141.2518572,140.9803238,143.2725655,142.9311805,142.375499,139.7895152,138.7834635,135.2862348
32.19,142.0555816,141.940607,141.8594329,141.7220442,141.5099463,141.1890756,140.9204666,143.4195201,143.102087,142.5721439,139.8020986,138.8607544,135.3372005
32.2,142.0300654,141.9043998,141.8191689,141.666441,141.4676369,141.1415865,140.8907991,143.5447919,143.2477602,142.7351911,139.8199123,138.9334321,135.385562
32.21,142.028509,141.8896618,141.7991113,141.638187,141.4372142,141.1091214,140.8740398,143.6405127,143.3598694,142.854078,139.8296071,138.999328,135.44057
32.22,142.0631434,141.9089926,141.8165102,141.6452724,141.42525,141.1115879,140.8685087,143.7038349,143.4379056,142.9261654,139.8371072,139.0588908,135.4855206
32.23,142.1529616,141.987206,141.8910453,141.6966489,141.4649422,141.1076306,140.8653019,143.7474317,143.4929013,142.9681343,139.8407563,139.114561,135.5293965
32.24,142.2484616,142.07408,141.9740373,141.7748041,141.5229267,141.1424229,140.8970454,143.8598166,143.6108183,143.0870721,139.8744464,139.1865613,135.5865219
32.25,142.2534257,142.072835,141.9730458,141.7777758,141.5738531,141.2477296,140.9922988,144.0869772,143.8323333,143.3467119,139.9545998,139.2791742,135.6467198
32.26,142.2782195,142.1021788,142.0006208,141.80613,141.6332915,141.3252174,141.0666979,144.2508678,143.9957281,143.5451722,139.9980274,139.3482602,135.6874488
32.27,142.3210126,142.1530027,142.0492126,141.850734,141.7036054,141.3987009,141.1352398,144.3669167,144.1100741,143.6843034,140.0219316,139.4028124,135.714347
32.28,142.3848589,142.2289859,142.1200551,141.9175455,141.7855652,141.4739863,141.2134786,144.4514139,144.1896397,143.7739682,140.046414,139.4526241,135.7350383
32.29,142.4795479,142.3341229,142.2273737,142.0162645,141.8841872,141.570161,141.3112765,144.5201196,144.2537092,143.8324364,140.0940325,139.5063859,135.7524327
32.3,142.6086443,142.4780927,142.3719539,142.1614661,142.0210727,141.7137257,141.4527092,144.604815,144.3344478,143.8968766,140.1764951,139.5870241,135.7697299
32.31,142.7916695,142.6722118,142.5625102,142.3467634,142.1858006,141.879072,141.608631,144.6989641,144.4253363,143.9673373,140.2794925,139.6797453,135.8028285
32.32,143.0253211,142.9069512,142.7901969,142.561618,142.3754645,142.0693312,141.7829151,144.8046341,144.5331434,144.0439716,140.3952124,139.7760801,135.8388014
32.33,143.220378,143.1620429,143.0345829,142.7936884,142.5891863,142.2836237,141.9768998,144.9104749,144.6321476,144.1174145,140.5172148,139.8698309,135.8746738
32.34,143.4349931,143.3490113,143.2818018,143.0344183,142.8222778,142.5165662,142.1928178,145.0174758,144.7119739,144.1754831,140.6475759,139.9484019,135.9101381
32.35,143.6689685,143.5791516,143.4691332,143.2938245,143.0737514,142.7592931,142.4235234,145.1112436,144.7801293,144.2190142,140.7755539,140.0191495,135.9427867
