Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
41.97,147.2920592,146.9189999,146.6412358,146.2783802,145.7197899,145.260883,144.6863486,141.632667,140.534152,139.1242957,139.7973818,136.969491,132.2238018
41.98,147.2517091,146.8630837,146.5807312,146.1936269,145.6271187,145.1676666,144.5855751,141.7024832,140.6180801,139.2323305,139.7908813,137.0056252,132.2677817
41.99,147.1963274,146.7911527,146.4908013,146.0771601,145.525425,145.0658567,144.4713221,141.7700978,140.6987573,139.3573138,139.7696277,137.0471683,132.3199765
42,147.1040787,146.6885295,146.3814099,145.9567289,145.4086966,144.9434209,144.3481686,141.8498884,140.7960122,139.4882076,139.7529352,137.0946212,132.3638452
42.01,146.9977093,146.5765768,146.286524,145.8646404,145.2877186,144.83046,144.2369792,141.9563641,140.9173679,139.6225302,139.7413542,137.1559638,132.3912951
42.02,146.8804343,146.4566145,146.1727858,145.7538157,145.1671026,144.7117819,144.1190357,142.0582457,141.0454892,139.7761934,139.7137718,137.2069767,132.4226725
42.03,146.7415625,146.3192581,146.0310425,145.6096658,145.0409152,144.5792474,143.9884158,142.155352,141.1691698,139.951508,139.686247,137.2484871,132.4681794
42.04,146.5627731,146.1494845,145.8471902,145.423978,144.8951665,144.4246392,143.8367173,142.246359,141.2908279,140.1401893,139.6758706,137.2888839,132.5265124
42.05,146.3253075,145.9287369,145.621659,145.2078375,144.7158833,144.2449621,143.6640564,142.3308923,141.4102578,140.3241485,139.6598944,137.3402372,132.590818
42.06,146.0372724,145.6657516,145.3785429,144.9849259,144.5128084,144.0589803,143.4929909,142.4266871,141.5479104,140.5116186,139.6456736,137.3958864,132.6717922
42.07,145.7385002,145.3990945,145.1359525,144.7710773,144.3086937,143.8745003,143.3252678,142.5396179,141.7025142,140.6956718,139.6363356,137.4506221,132.7411589
42.08,145.4399427,145.1348367,144.9095739,144.5782551,144.1094222,143.6937923,143.1644065,142.6717486,141.8700229,140.8648862,139.6245025,137.5020653,132.7955442
42.09,145.1408692,144.8692675,144.6976635,144.4001471,143.9059069,143.5118798,143.0046909,142.8132837,142.0391443,141.0246324,139.6043649,137.5513614,132.8266399
42.1,144.8336591,144.592755,144.4904241,144.2211753,143.6854697,143.3207666,142.8363406,142.944661,142.188715,141.1708088,139.5702073,137.6014422,132.8307683
42.11,144.5734863,144.3594668,144.2773414,144.0226166,143.497792,143.1379503,142.663503,143.0656886,142.3375719,141.3587372,139.545428,137.6513814,132.8842834
42.12,144.361054,144.1679804,144.0428069,143.7924214,143.3418955,142.9533209,142.4795314,143.1697688,142.4858693,141.5792885,139.5304316,137.6974951,132.9972875
42.13,144.1531421,143.9731678,143.8177973,143.5643952,143.1747326,142.7648765,142.2942807,143.2654765,142.6172961,141.7754515,139.5062693,137.7338832,133.0869294
42.14,143.9818427,143.8104409,143.6400726,143.3789839,143.0259196,142.6055023,142.1374278,143.3716804,142.753993,141.95196,139.4767467,137.7539783,133.1532848
42.15,143.8628399,143.6953512,143.5247868,143.2504103,142.912315,142.4893476,142.0229516,143.5000802,142.9080165,142.1186395,139.4472374,137.7749437,133.2023747
42.16,143.7790162,143.6167994,143.4555657,143.1676237,142.8281502,142.4049919,141.9420172,143.6437437,143.07583,142.2847642,139.4286638,137.8076874,133.242904
42.17,143.7077393,143.5287539,143.3737474,143.0834649,142.7424148,142.3057535,141.8573901,143.7861224,143.2289209,142.4439249,139.419086,137.8406732,133.2901654
42.18,143.6364339,143.4391896,143.296173,143.008264,142.6517831,142.2137902,141.7800725,143.9145436,143.3717701,142.6000483,139.4210008,137.8913385,133.3428405
42.19,143.5622915,143.348893,143.2055663,142.9293036,142.558726,142.1271041,141.7028431,144.0269136,143.5015341,142.7561382,139.4285059,137.9461768,133.3939938
42.2,143.4929988,143.267555,143.1206714,142.8469553,142.4728347,142.049603,141.627377,144.1242856,143.6181293,142.898226,139.4346936,137.994239,133.4361696
42.21,143.4354536,143.2027422,143.0436222,142.7606778,142.4017332,141.9813033,141.578723,144.2130488,143.7225451,143.0143665,139.4460333,138.0357055,133.4680133
42.22,143.4017898,143.1606636,142.9977647,142.7122966,142.3564562,141.9447498,141.5541452,144.3118923,143.8293051,143.1358449,139.4611903,138.0780191,133.5105985
42.23,143.3860354,143.1359412,142.9768712,142.6983727,142.3272626,141.951442,141.5574787,144.4159451,143.9359426,143.2727669,139.4842397,138.121485,133.5441011
42.24,143.3804005,143.1316327,142.9690418,142.6902542,142.3173413,141.9598878,141.5681765,144.5109571,144.0329705,143.384967,139.5098927,138.1656441,133.5720943
42.25,143.384339,143.146508,142.9752467,142.6876825,142.3383696,141.9757943,141.5866646,144.6040057,144.1273822,143.4670292,139.5441095,138.2147866,133.6009823
42.26,143.4049346,143.1755482,142.9937084,142.6876587,142.3734959,142.0035205,141.6103004,144.69543,144.218816,143.5215585,139.5902777,138.2691609,133.6320653
42.27,143.4275678,143.2097808,143.0191251,142.7108782,142.4170615,142.040487,141.6407313,144.7744032,144.2972198,143.5546284,139.6419398,138.3214193,133.6583269
42.28,143.502036,143.2811259,143.0898311,142.7606525,142.4850291,142.0960748,141.6915504,144.8571956,144.3702263,143.6215079,139.6974682,138.369707,133.6881269
42.29,143.5904817,143.3802606,143.1736292,142.839629,142.5641669,142.1657638,141.7496891,144.918078,144.4202567,143.6721362,139.7478377,138.405677,133.7057085
42.3,143.7020237,143.4939979,143.2801026,142.9555043,142.6543926,142.2539287,141.8281491,144.9548211,144.45405,143.7144618,139.7949959,138.424179,133.7011351
42.31,143.8334272,143.6284332,143.4116256,143.0993583,142.7495186,142.3624588,141.9255127,144.9656668,144.457226,143.7441841,139.830733,138.4266973,133.663168
42.32,143.9754084,143.7668773,143.5516026,143.256107,142.8406821,142.4978044,142.0394319,144.9704841,144.4345042,143.7575559,139.8642115,138.4187033,133.6077571
42.33,144.1446693,143.948507,143.727149,143.4198262,143.0043021,142.6451581,142.1699545,145.0246864,144.4779628,143.7756016,139.936701,138.4610175,133.6323831
42.34,144.2835801,144.1810632,143.9406478,143.5981987,143.2346632,142.8084195,142.3196874,145.1226666,144.5683365,143.7884003,140.0394594,138.5447157,133.7102488
42.35,144.4747708,144.3307903,144.110169,143.8135049,143.4781285,142.998449,142.4925952,145.1874207,144.6297017,143.7848666,140.1358572,138.6151118,133.7562721
42.36,144.713507,144.559087,144.3208184,143.9923797,143.733338,143.2202036,142.6970008,145.2413187,144.663959,143.7747572,140.2383406,138.6667762,133.7757044
42.37,144.9951345,144.8208095,144.5651918,144.2399831,143.9228325,143.4655261,142.9268224,145.2770665,144.6637337,143.7664129,140.3288334,138.7020337,133.7878698
42.38,145.3012505,145.1069056,144.8303709,144.5133168,144.149758,143.6618227,143.1653491,145.3030881,144.6564341,143.7597015,140.4226916,138.727606,133.8055015
42.39,145.5852878,145.3721423,145.084854,144.778905,144.3677179,143.8865256,143.3744261,145.3220347,144.6403264,143.7351787,140.5124637,138.7414384,133.8190096
42.4,145.8669191,145.6402467,145.3442999,145.0420043,144.5896802,144.1204523,143.5952245,145.3472431,144.6315904,143.6921727,140.6174544,138.7614621,133.8400217
42.41,146.1386788,145.9042688,145.6004032,145.2977313,144.8183803,144.3542399,143.8172987,145.3729036,144.6276562,143.6587001,140.7301292,138.8080982,133.8711617
42.42,146.3943362,146.1574539,145.8500625,145.5448206,145.052888,144.581242,144.0365982,145.3604244,144.6260326,143.6130592,140.8411239,138.847865,133.9055522
42.43,146.6283436,146.3937938,146.0819271,145.7804376,145.2882703,144.7983262,144.2501936,145.3681559,144.6258995,143.5627634,140.9463732,138.8863256,133.9271348
42.44,146.868636,146.6323249,146.3177351,146.0178432,145.5179542,145.0238266,144.4732525,145.3584827,144.6064024,143.5079747,141.0552766,138.9159409,133.9507199
42.45,147.1104202,146.8687194,146.5510233,146.2483972,145.7402819,145.2494344,144.6958182,145.337729,144.5764118,143.4432646,141.1472449,138.9407627,133.9794231
42.46,147.3271235,147.0823686,146.7632409,146.4610734,145.9564595,145.455656,144.9052541,145.3207816,144.5072469,143.3816273,141.2414918,138.9673389,133.997466
42.47,147.4958717,147.2669303,146.9517363,146.6582112,146.1637625,145.6453685,145.1030418,145.3081888,144.4687903,143.3284097,141.3383754,139.0006726,134.0066618
42.48,147.5765063,147.4042318,147.1150547,146.8371345,146.3561836,145.8237946,145.2917295,145.2950781,144.4324381,143.2820498,141.4437877,139.0390481,134.0138005
42.49,147.6520543,147.4833219,147.2566544,147.0036264,146.5374939,146.0011938,145.4795448,145.2734243,144.3888429,143.2318138,141.5583707,139.0738721,134.0334875
42.5,147.7858941,147.6224696,147.4479931,147.21264,146.7600204,146.2202717,145.7047426,145.2843058,144.3708696,143.1859916,141.6981588,139.1405172,134.0912293
42.51,147.920325,147.7628743,147.57048,147.4073697,146.981993,146.4404833,145.928436,145.2740582,144.3318324,143.1231847,141.8213688,139.1633584,134.1313563
42.52,148.0665712,147.9128234,147.7315617,147.5604455,147.1927113,146.6595792,146.1475387,145.2345598,144.264217,143.0320732,141.9164357,139.16399,134.1633014
42.53,148.2181333,148.0649307,147.8898658,147.7149809,147.3764854,146.8735069,146.3578371,145.1690948,144.170048,142.9166581,141.9816101,139.12604,134.1688598
42.54,148.356683,148.2011925,148.0226009,147.8457358,147.502709,147.08009,146.5560851,145.0891188,144.0568651,142.7871508,142.0220192,139.0575943,134.1535104
42.55,148.5242139,148.3737799,148.2045144,148.0313808,147.6938509,147.2892165,146.767468,145.0615487,144.0138056,142.7079261,142.1413546,139.1054421,134.1884906
42.56,148.658859,148.5227676,148.3693802,148.206411,147.8833266,147.4573192,146.9591721,145.0475393,143.9932731,142.6469869,142.2821968,139.201505,134.235054
42.57,148.7412852,148.6187312,148.4770244,148.3242653,148.013571,147.5454438,147.1109295,145.0044103,143.9395031,142.5634318,142.391757,139.256785,134.2524154
42.58,148.8061458,148.6912754,148.5563681,148.4095232,148.1068192,147.6299201,147.2319482,144.9311947,143.8538919,142.4548498,142.431948,139.2743359,134.248855
42.59,148.883672,148.7682645,148.6336811,148.4883738,148.1879168,147.7118631,147.3305925,144.8345011,143.7448549,142.3263984,142.4645367,139.2669068,134.2057739
42.6,148.9874116,148.8667095,148.7250246,148.5772396,148.2760762,147.8004783,147.3966191,144.735005,143.6331767,142.1982403,142.4940523,139.2547954,134.1752805
42.61,149.1157979,148.9901237,148.8399426,148.6836032,148.3867069,147.918159,147.5193677,144.6753693,143.5604863,142.1263288,142.5495171,139.2600684,134.1736983
42.62,149.2789119,149.1417712,148.9744375,148.806575,148.5084756,148.0460909,147.6446984,144.6234549,143.4996541,142.0628517,142.6102299,139.2687474,134.1833548
42.63,149.454814,149.3037558,149.1172862,148.9352725,148.6292921,148.1710274,147.7623012,144.5565046,143.4550935,142.0033688,142.6684746,139.2840001,134.1859339
42.64,149.6220782,149.4573251,149.2529993,149.0562139,148.7387182,148.2785128,147.8617533,144.5167179,143.410687,141.9373678,142.7115973,139.3029719,134.2097831
42.65,149.7648132,149.5891026,149.3706515,149.1569935,148.8285631,148.3585158,147.9333872,144.4700337,143.3654053,141.8604759,142.7366854,139.3179974,134.1942055
42.66,149.8673251,149.6881773,149.4532591,149.2296048,148.9002545,148.4223764,147.9948552,144.4151567,143.311926,141.7994139,142.7583242,139.3217617,134.2139048
42.67,149.956028,149.773062,149.5193278,149.2844616,148.9572628,148.4744777,148.0456972,144.3707775,143.2617954,141.7566277,142.7712581,139.3140408,134.2160303
42.68,150.0439548,149.8563907,149.5864101,149.3416585,149.0119302,148.5163957,148.0839793,144.3402091,143.204374,141.7193366,142.7688411,139.3137001,134.2100978
42.69,150.1347874,149.9408663,149.6604277,149.4077624,149.0710644,148.5573661,148.1170484,144.3178001,143.1745809,141.6755811,142.7572395,139.3193153,134.2006911
42.7,150.2212577,150.0203774,149.7345166,149.476678,149.1279099,148.5975556,148.1455134,144.2963102,143.1498371,141.6263818,142.7399704,139.3223221,134.1915166
42.71,150.2829131,150.074247,149.7848635,149.5194903,149.1598783,148.6172238,148.153458,144.2674322,143.1211043,141.5806244,142.7147736,139.3348457,134.1845971
42.72,150.2802362,150.0620679,149.7688503,149.5022189,149.1364799,148.5874025,148.1145677,144.2317334,143.0871906,141.5442951,142.6721664,139.3318498,134.1745084
42.73,150.2497771,150.0189443,149.7202743,149.4482169,149.0767728,148.5217295,148.041659,144.1999429,143.0572878,141.5213887,142.6089002,139.3095,134.1508498
42.74,150.1841804,149.942475,149.638876,149.3521682,148.9760441,148.4192509,147.9325982,144.1746094,143.0353084,141.5088752,142.5237964,139.285406,134.1129837
42.75,150.0765067,149.8228807,149.5145906,149.2136812,148.8325259,148.2867005,147.7950419,144.160608,143.0250958,141.5361628,142.4221066,139.2325571,134.0631424
42.76,149.9158235,149.6505798,149.3416313,149.0369114,148.6475421,148.1413056,147.6441277,144.1610255,143.0264903,141.5978022,142.3371319,139.1641837,134.0023681
42.77,150.0170786,149.7342571,149.4096062,149.0852927,148.6658503,148.1225178,147.6036615,144.2182852,143.0783646,141.6294407,142.3240579,139.2051376,134.0265075
42.78,150.194589,149.8879742,149.5394774,149.1991683,148.7451665,148.139014,147.5965726,144.2729591,143.1283659,141.6340208,142.3196705,139.2617208,134.0595965
42.79,150.2974425,149.9645921,149.5905414,149.2416534,148.7603384,148.1086571,147.5524416,144.3129508,143.1667914,141.6554717,142.2875249,139.2794742,134.0770073
42.8,150.3258028,149.9706323,149.5716036,149.2095054,148.7095693,148.0228209,147.4605334,144.3508213,143.2057951,141.6973158,142.2336157,139.2695259,134.0713993
42.81,150.3010271,149.9214504,149.5029691,149.1206704,148.6063108,147.8940055,147.3278613,144.3943249,143.2607131,141.7606515,142.1655741,139.2471136,134.0547149
42.82,150.2339627,149.8194971,149.407092,149.0000629,148.4693553,147.7448003,147.1688739,144.4493569,143.3279719,141.8435272,142.0884666,139.2231745,134.0382532
42.83,150.1232257,149.6949164,149.2834229,148.8591766,148.3113865,147.5876655,146.9964917,144.5256916,143.421974,141.9566189,142.0195775,139.2049619,134.0354646
42.84,149.9931888,149.5614462,149.1588776,148.7155388,148.1545831,147.439613,146.8281818,144.6201841,143.5236248,142.0749795,141.9566837,139.1884101,134.0375044
42.85,149.839315,149.4119286,149.018322,148.5521608,147.995021,147.2870092,146.6572806,144.716242,143.6282302,142.1932467,141.8972997,139.1775823,134.059934
42.86,149.6573444,149.2391487,148.853452,148.3783349,147.827379,147.1185755,146.4757261,144.8049262,143.7290747,142.3104762,141.8316788,139.1705791,134.0924855
42.87,149.4448114,149.0384022,148.6602223,148.1855589,147.641317,146.9337858,146.2950705,144.8756218,143.8326949,142.4322573,141.7568138,139.1531897,134.123734
42.88,149.2060369,148.8147798,148.4572708,147.985171,147.4464315,146.7504062,146.1160262,144.9838548,143.9591353,142.5596427,141.6876292,139.1428545,134.129968
42.89,148.9497743,148.5754622,148.2415588,147.7801686,147.2503487,146.5714226,145.9388382,145.1050779,144.0902351,142.6875532,141.6169177,139.1335989,134.1322264
42.9,148.6749231,148.3204064,148.0083185,147.5658397,147.0612034,146.3784499,145.7610137,145.2042215,144.2062916,142.8234588,141.5404826,139.1192437,134.1423334
42.91,148.376143,148.0465262,147.7567169,147.3415185,146.8707766,146.1924531,145.5855862,145.2787866,144.3052102,142.970642,141.460825,139.1130173,134.1572727
42.92,148.0505673,147.7523618,147.4877247,147.1207639,146.6779101,146.0094708,145.4055009,145.3335955,144.3892286,143.127344,141.3816284,139.0995483,134.1708442
42.93,147.7253103,147.460376,147.2225857,146.899715,146.4857275,145.8293308,145.2410774,145.3957851,144.4783624,143.282329,141.306917,139.0787834,134.1821404
42.94,147.4611097,147.2185682,147.0120162,146.7028573,146.3092796,145.6598375,145.0769135,145.4897646,144.5938468,143.4333432,141.2325958,139.0649945,134.1807122
42.95,147.2137772,146.9894269,146.8012747,146.4928792,146.1134863,145.472151,144.8966101,145.6018371,144.7236264,143.5566055,141.1549569,139.0598055,134.1776037
42.96,146.971221,146.7648563,146.5953157,146.2772454,145.9106331,145.2685684,144.6995112,145.7314282,144.8646804,143.6542792,141.093638,139.0574589,134.1693764
42.97,146.7415355,146.5522157,146.3959484,146.0756943,145.7053394,145.06437,144.4993073,145.8654021,145.0047016,143.7379686,141.0191913,139.0479511,134.1477392
42.98,146.5228931,146.3461856,146.1995598,145.8918468,145.512552,144.879886,144.3146113,145.9824577,145.1256484,143.8164028,140.9428061,139.0205679,134.1013768
42.99,146.4668397,146.2879931,146.1347379,145.8267851,145.441581,144.7941451,144.2120888,146.0998519,145.2576009,143.9740057,140.9285207,139.0283431,134.1353397
43,146.4646936,146.2743545,146.1052566,145.8001363,145.4106817,144.7401174,144.1412623,146.1735514,145.3591857,144.1440527,140.9199271,139.0224732,134.1721519
43.01,146.4705029,146.2676777,146.0793894,145.7780377,145.3823802,144.6868023,144.0731474,146.2392782,145.4378584,144.2917889,140.9004385,139.0029944,134.1847999
43.02,146.4944049,146.2781769,146.0670885,145.7569471,145.3490321,144.6292437,144.0000806,146.3151646,145.5206353,144.4085254,140.8779354,138.9825041,134.1881554
43.03,146.5396183,146.3101001,146.0734888,145.7363145,145.3092322,144.5655356,143.9199028,146.4084211,145.6051315,144.4932114,140.8556305,138.974829,134.1873577
43.04,146.6181638,146.37508,146.1098463,145.7328006,145.2785552,144.5115748,143.8512205,146.5132518,145.6987312,144.5749503,140.8313939,138.9741816,134.1803273
43.05,146.7435557,146.4896885,146.1932122,145.774814,145.2847781,144.4884651,143.8050207,146.637144,145.8005874,144.6459161,140.8070202,138.9712259,134.1694375
43.06,146.8682379,146.6056171,146.2813045,145.8276064,145.3056806,144.4884018,143.7772175,146.7353237,145.8829881,144.7170895,140.7964772,138.9709469,134.1570659
43.07,146.9940714,146.7164571,146.3662169,145.8815931,145.3319444,144.4970792,143.7588141,146.796876,145.9370321,144.7845607,140.7861251,138.9690166,134.1384363
43.08,147.1304449,146.830548,146.4468417,145.9340837,145.3601103,144.5042599,143.7423951,146.8271582,145.9638536,144.8311978,140.7712221,138.9654445,134.1150192
43.09,147.2561469,146.9350413,146.5310835,145.9861883,145.3917515,144.5085459,143.7266094,146.8313309,146.0003124,144.8602077,140.7486348,138.9594656,134.0856344
43.1,147.3914663,147.0547895,146.626096,146.0824214,145.4629965,144.5550194,143.7498575,146.8751461,146.0378012,144.8894985,140.7398607,138.9552505,134.0366382
43.11,147.5367563,147.1838874,146.7327465,146.1586386,145.5528038,144.6191418,143.7913462,146.9023422,146.0567051,144.9036066,140.7148185,138.9396184,133.9801312
43.12,147.6892714,147.3151147,146.8380679,146.2396696,145.6076813,144.6790962,143.8328484,146.9192925,146.0549129,144.8966366,140.6901161,138.9257932,133.9214883
43.13,147.838018,147.437157,146.9346129,146.3087412,145.6660558,144.7387378,143.8847154,146.9125462,146.0393305,144.8672684,140.6643589,138.9184973,133.8956124
43.14,147.9697567,147.5408095,147.0170945,146.3632025,145.7177001,144.7948591,143.9373552,146.8945174,146.0166287,144.8202722,140.651158,138.9191313,133.8740516
43.15,148.0922074,147.6398766,147.1015604,146.4302092,145.787999,144.8778328,144.0213362,146.8886088,146.0064422,144.7833854,140.6545072,138.9310185,133.8662471
43.16,148.2267555,147.7553219,147.2066825,146.5288674,145.8876035,144.9931957,144.1395572,146.907653,146.0145269,144.7717243,140.6868353,138.9514304,133.8760397
43.17,148.3120684,147.8255372,147.2848898,146.5986658,145.9846708,145.0871336,144.2421677,146.8868975,145.9911662,144.7445506,140.7282703,138.96185,133.8753546
43.18,148.3082235,147.8616222,147.3208055,146.6681016,146.0467089,145.1674604,144.3357543,146.8326662,145.9301902,144.6996615,140.7717121,138.9546647,133.8607795
43.19,148.2635703,147.8172476,147.32048,146.7152963,146.0944441,145.2491928,144.4341816,146.7397104,145.8308698,144.6346075,140.8053041,138.9220354,133.8327322
43.2,148.1729745,147.746524,147.2637201,146.7524926,146.13958,145.3464508,144.5497407,146.6057035,145.6952462,144.5463905,140.8171809,138.8337311,133.7862302
43.21,148.3062652,147.8582381,147.3662016,146.83039,146.2473293,145.464957,144.6762363,146.5926605,145.6778711,144.4801401,140.8881201,138.878228,133.818304
43.22,148.4253127,147.9600095,147.4589029,146.8883525,146.3230168,145.5805698,144.8036278,146.5671531,145.6487417,144.3897128,140.9414512,138.9197768,133.8496832
43.23,148.4850913,148.0037116,147.5028204,146.9198895,146.3805001,145.6380724,144.9263413,146.4995325,145.5782986,144.2746823,140.9741173,138.9328115,133.8584816
43.24,148.483206,147.9893091,147.4959563,146.924049,146.4152068,145.6845934,145.0360004,146.3989494,145.4743943,144.1474919,141.0047455,138.9276415,133.8494028
43.25,148.4189926,147.9234814,147.4467124,146.910926,146.4280727,145.7214074,145.0888177,146.2788617,145.3497501,144.0208743,141.0470355,138.9182666,133.832577
43.26,148.3134855,147.8329829,147.4060299,146.8992648,146.4337801,145.7639425,145.1554315,146.1598545,145.2239311,143.9057846,141.1110095,138.9071965,133.8212465
43.27,148.2203326,147.7396864,147.3689821,146.9108951,146.4617963,145.8442271,145.2538168,146.0472898,145.1146526,143.8099255,141.1951787,138.9004372,133.8341025
43.28,148.1280913,147.6750643,147.3529204,146.9454836,146.5210496,145.9500057,145.3771494,145.9473543,145.0197436,143.7206386,141.2867893,138.8962794,133.8333446
43.29,148.0504239,147.6366038,147.3404186,146.9980248,146.6014915,146.063492,145.510122,145.8570727,144.9343121,143.6297552,141.3804227,138.8981201,133.8504217
43.3,147.987574,147.6211964,147.3588671,147.0468897,146.6944311,146.1834048,145.6415849,145.7721139,144.8521888,143.5332863,141.4705303,138.9022651,133.8665228
43.31,147.9934384,147.6210199,147.3872516,147.0989683,146.7913575,146.2901775,145.7689017,145.6887363,144.7667006,143.4289085,141.5576969,138.9133771,133.8802142
43.32,147.9140678,147.5650966,147.3676492,147.1253838,146.850697,146.3974404,145.8958511,145.574897,144.6480888,143.320293,141.6228336,138.9033668,133.8770601
43.33,147.8199239,147.5131579,147.3523158,147.1517391,146.9134765,146.4987653,146.0188319,145.465856,144.534388,143.2175603,141.6834056,138.8918247,133.8758452
43.34,147.748476,147.468837,147.3534636,147.18774,146.9862419,146.5936369,146.1387025,145.3772488,144.4317117,143.1196192,141.7518455,138.8964095,133.8822127
43.35,147.6890181,147.4543745,147.3708974,147.236249,147.0694835,146.6837301,146.2537688,145.3061867,144.3382248,143.027646,141.8306678,138.9107827,133.9000209
43.36,147.67116,147.4630741,147.4189711,147.3077641,147.1661463,146.7757975,146.368861,145.2472299,144.2491809,142.9224872,141.9177574,138.9288022,133.9237831
43.37,147.691451,147.5206085,147.4845494,147.3953175,147.2760739,146.8833172,146.4929002,145.1883708,144.160514,142.8139952,142.0001555,138.9375525,133.9426133
43.38,147.7494953,147.6031497,147.5768352,147.5091325,147.4015285,147.0171606,146.6336775,145.1301927,144.076376,142.7046665,142.0758361,138.9445978,133.957879
43.39,147.8752596,147.7427649,147.7171558,147.6431706,147.5449902,147.1720829,146.7892621,145.0646584,143.9921326,142.5991824,142.1329506,138.9436639,133.9768182
43.4,148.0532363,147.9257647,147.8913815,147.8093621,147.7079593,147.3405816,146.9568172,144.9817464,143.9033343,142.4903585,142.1685996,138.9270006,133.9643877
43.41,148.2600741,148.1312659,148.0829233,147.9864839,147.8635497,147.4925905,147.1283403,144.8766615,143.8055706,142.3758177,142.1855228,138.8905214,133.9300782
43.42,148.4618663,148.3361475,148.2716978,148.1562779,148.0193552,147.6497472,147.2923591,144.743065,143.692796,142.2486248,142.1871963,138.8296132,133.910183
43.43,148.6876965,148.5330913,148.4530684,148.3273167,148.1745548,147.7733839,147.4446788,144.7571296,143.6618015,142.1946164,142.2985424,138.918024,134.0049634
43.44,148.9165497,148.7231702,148.6209254,148.485071,148.3187002,147.8784614,147.5720532,144.7592574,143.6177339,142.1322137,142.3973478,138.9915071,134.0905591
43.45,149.1500512,148.9122518,148.7841749,148.634524,148.4515146,147.9745617,147.6476244,144.7337752,143.5592535,142.0615909,142.4583992,139.0368706,134.1504352
43.46,149.3872095,149.1042969,148.9453005,148.780022,148.5759163,148.0704896,147.7357135,144.6871614,143.492425,141.9918749,142.4964257,139.0714188,134.1889095
43.47,149.6032112,149.2986489,149.1117528,148.9234729,148.6945664,148.1718802,147.8227522,144.6289612,143.4302866,141.9284089,142.5252684,139.0976759,134.2134949
43.48,149.8149056,149.4682441,149.2699395,149.0556953,148.8021019,148.2731907,147.9050426,144.5637143,143.3672998,141.8751051,142.547313,139.1199067,134.2313717
43.49,150.0195501,149.6486198,149.420002,149.1857974,148.9078519,148.3797752,147.9884192,144.5085534,143.3204653,141.8366898,142.5681546,139.1313083,134.2406547
43.5,150.2334072,149.8396084,149.5891652,149.33111,149.0230664,148.4934518,148.0744992,144.4757894,143.2914148,141.8119978,142.6029463,139.1441535,134.2549894
43.51,150.438344,150.0250841,149.7545239,149.4682862,149.1353112,148.5983923,148.1517377,144.4619991,143.2764083,141.7918756,142.6439782,139.1714211,134.2749558
43.52,150.6150687,150.1818502,149.8952942,149.5884537,149.2277924,148.681014,148.210239,144.4632832,143.2706247,141.7730521,142.6816955,139.2076486,134.2862243
43.53,150.7445637,150.2955297,149.9954991,149.6732763,149.2964788,148.7330581,148.2437093,144.4695931,143.2698135,141.7532733,142.7196919,139.243388,134.2859683
43.54,150.8353981,150.3654214,150.0528044,149.7177928,149.3194752,148.7540112,148.2531794,144.4520205,143.2493359,141.7491458,142.725728,139.2626504,134.3105395
43.55,150.89592,150.4114902,150.0938926,149.7418196,149.3300293,148.7570911,148.2455928,144.4494111,143.2465697,141.7557292,142.7354361,139.2872338,134.3332587
43.56,150.9408172,150.4463132,150.1255273,149.7583638,149.3394265,148.7538625,148.231433,144.4653114,143.2593248,141.7657331,142.7549877,139.3131091,134.341005
43.57,150.9732976,150.4721396,150.1517774,149.7704419,149.3507449,148.7495084,148.2124463,144.4921621,143.2912939,141.7813775,142.7848237,139.3330263,134.3451381
43.58,150.9836618,150.4743536,150.1593891,149.7665501,149.3494469,148.7372647,148.19112,144.5159757,143.3293585,141.8040898,142.8092571,139.3535192,134.3418563
43.59,150.9400434,150.4301884,150.1229759,149.7247028,149.3096891,148.6955849,148.1427576,144.5265938,143.3587831,141.8386942,142.8099646,139.3620322,134.340989
43.6,150.8451578,150.3415936,150.0450196,149.6460925,149.2294851,148.6240425,148.0680149,144.5393005,143.3869012,141.8764714,142.8032649,139.3678313,134.3555822
43.61,150.7172283,150.219672,149.9339285,149.535303,149.1202533,148.5338682,147.9677028,144.577009,143.4183934,141.9369829,142.776888,139.3781796,134.3988341
43.62,150.557803,150.0645286,149.78874,149.3944563,148.9671868,148.416066,147.8429498,144.6300204,143.4624979,142.0274504,142.735934,139.3953434,134.4694078
43.63,150.3696629,149.8833076,149.6083997,149.2278762,148.7813446,148.2709635,147.6965553,144.6996242,143.5263688,142.1516657,142.6895151,139.4328852,134.5553679
43.64,150.1427211,149.6627693,149.4011934,149.0297046,148.5735257,148.1060419,147.5409546,144.7752582,143.6108252,142.3024014,142.6410411,139.4783672,134.6419969
43.65,150.1685814,149.6771202,149.4026384,149.0210404,148.567776,148.0558288,147.4817672,144.8660421,143.7236727,142.364635,142.6473957,139.4912407,134.6168602
